Chr	Center
1	80412
1	80545
1	80747
1	80840
1	81031
1	81109
1	81368
1	81478
1	81653
1	81994
1	82203
1	82429
1	82531
1	82769
1	83096
1	83233
1	83607
1	83828
1	83946
1	84278
1	84454
1	84733
1	85050
1	85241
1	85407
1	85737
1	85918
1	86068
1	86219
1	86367
1	86524
1	86714
1	86848
1	87037
1	87311
1	87448
1	87625
1	87810
1	87919
1	88025
1	88172
1	88272
1	88522
1	88762
1	88876
1	89033
1	89181
1	89368
1	89466
1	89585
1	89754
1	89857
1	90078
1	90208
1	90367
1	90732
1	90863
1	91002
1	91197
1	91325
1	91505
1	91657
1	91781
1	91960
1	92103
1	92247
1	92365
1	92472
1	92903
1	93067
1	93237
1	93377
1	93860
1	94012
1	94139
1	94255
1	94432
1	94664
1	94989
1	95154
1	95373
1	95510
1	95712
1	95893
1	96145
1	96258
1	96464
1	96581
1	96711
1	96836
1	97056
1	97169
1	97332
1	97442
1	97550
1	97689
1	98102
1	98265
1	98356
1	98453
1	98628
1	98759
1	98950
1	99097
1	99415
1	99555
1	99753
1	100208
1	100503
1	100618
1	100819
1	100970
1	101127
1	101609
1	101792
1	101933
1	102157
1	102291
1	102483
1	102661
1	102830
1	102941
1	103079
1	103156
1	103285
1	103399
1	103522
1	103688
1	103842
1	104134
1	104318
1	104485
1	104610
1	104798
1	104962
1	105123
1	105283
1	105426
1	105608
1	105769
1	105938
1	106330
1	106420
1	106568
1	106731
1	106897
1	107050
1	107237
1	107348
1	107587
1	107689
1	107857
1	108104
1	108601
1	108939
1	109100
1	109460
1	110056
1	110389
1	110829
1	110987
1	111119
1	111311
1	111465
1	111577
1	111775
1	111913
1	112109
1	112238
1	112391
1	112865
1	113024
1	113186
1	113324
1	113617
1	114574
1	114864
1	115010
1	115363
1	115529
1	115695
1	115830
1	115943
1	116116
1	116275
1	116361
1	116604
1	116770
1	116956
1	117111
1	117525
1	117636
1	117768
1	117865
1	118122
1	118558
1	118710
1	118941
1	119064
1	119299
1	119574
1	119935
1	120076
1	120369
1	120461
1	120603
1	120719
1	120816
1	120908
1	121064
1	121191
1	121350
1	121474
1	121622
1	121820
1	121962
1	122143
1	122314
1	122445
1	122751
1	122938
1	123151
1	123490
1	123671
1	123850
1	124006
1	124386
1	124847
1	125186
1	125305
1	125499
1	125828
1	125930
1	126257
1	126361
1	126549
1	126716
1	126843
1	126975
1	127174
1	127353
1	127525
1	127681
1	127894
1	128057
1	128212
1	128295
1	128545
1	128692
1	128848
1	129024
1	129275
1	129464
1	129790
1	130295
1	130468
1	130617
1	130831
1	131116
1	131260
1	131676
1	131984
1	132240
1	132382
1	132568
1	132724
1	132886
1	133000
1	133194
1	133387
1	133571
1	133909
1	134019
1	134375
1	134561
1	134663
1	134842
1	135148
1	135319
1	135484
1	135663
1	135837
1	136012
1	136359
1	136534
1	136924
1	137230
1	137503
1	137870
1	138213
1	138381
1	138641
1	138851
1	139376
1	139568
1	141255
1	141375
1	141575
1	142173
1	142361
1	142455
1	142883
1	143044
1	143139
1	143750
1	143866
1	143975
1	144170
1	144317
1	144490
1	144611
1	144762
1	145077
1	145246
1	145727
1	145899
1	145988
1	146145
1	146334
1	146433
1	146539
1	146745
1	146917
1	147044
1	147162
1	147252
1	147411
1	147828
1	148033
1	148315
1	148451
1	148646
1	148726
1	148885
1	148973
1	149231
1	149388
1	149585
1	149747
1	149940
1	150037
1	150177
1	150317
1	150493
1	150680
1	150803
1	151140
1	151295
1	151725
1	151858
1	152072
1	152265
1	152404
1	152582
1	152740
1	152902
1	153103
1	153211
1	153413
1	153700
1	153806
1	154184
1	154378
1	154537
1	154726
1	154997
1	155153
1	155304
1	155487
1	155788
1	155891
1	156149
1	156286
1	156486
1	156644
1	156838
1	157008
1	157131
1	157302
1	157530
1	157642
1	157819
1	157969
1	158113
1	158302
1	158478
1	158640
1	158745
1	158918
1	159054
1	159437
1	159528
1	159686
1	159915
1	160088
1	166282
1	166485
1	166860
1	166970
1	167068
1	167407
1	167500
1	167671
1	167826
1	167947
1	168179
1	168320
1	168472
1	168635
1	168799
1	168975
1	169435
1	169605
1	169774
1	169942
1	170101
1	170211
1	170365
1	170523
1	170688
1	170909
1	171016
1	171165
1	171339
1	171525
1	171687
1	171910
1	172305
1	172412
1	172521
1	172680
1	172873
1	172995
1	173135
1	173467
1	173669
1	173767
1	173854
1	173943
1	174083
1	174291
1	174466
1	174644
1	174775
1	174970
1	175129
1	175314
1	175528
1	175666
1	175854
1	175976
1	176411
1	176642
1	177226
1	177364
1	177526
1	177632
1	177832
1	177944
1	178181
1	178424
1	178583
1	178745
1	178949
1	179082
1	179195
1	179399
1	179569
1	179750
1	179922
1	180086
1	180195
1	180320
1	180444
1	180614
1	180767
1	180970
1	181443
1	181551
1	181711
1	181882
1	182045
1	182205
1	182389
1	183276
1	183843
1	184074
1	184295
1	184415
1	184617
1	184867
1	185142
1	185249
1	185373
1	185533
1	185689
1	185988
1	186101
1	186251
1	186499
1	186610
1	186847
1	187020
1	187138
1	187259
1	187368
1	187879
1	188397
1	188872
1	189000
1	189810
1	190462
1	192130
1	192508
1	192612
1	192785
1	192939
1	193301
1	193459
1	193882
1	194049
1	194214
1	194321
1	194501
1	194634
1	194821
1	195016
1	195141
1	195246
1	195356
1	195503
1	195875
1	196062
1	196261
1	196594
1	196752
1	196972
1	197110
1	197304
1	197678
1	197874
1	198022
1	198197
1	198390
1	198806
1	198947
1	199145
1	199303
1	199498
1	199651
1	199856
1	200364
1	200651
1	200795
1	201066
1	201175
1	201294
1	201447
1	201803
1	201974
1	202159
1	202339
1	202482
1	202618
1	202807
1	202975
1	203159
1	203313
1	203942
1	204118
1	206304
1	206616
1	206780
1	206906
1	207165
1	207295
1	207651
1	207834
1	207968
1	208168
1	208804
1	209746
1	209850
1	210110
1	210318
1	227002
1	227229
1	227438
1	227540
1	227703
1	229022
1	229133
1	229571
2	6895
2	7175
2	8467
2	8578
2	8977
2	9798
2	9976
2	10156
2	10300
2	10476
2	10766
2	10917
2	11078
2	11286
2	11448
2	11548
2	11779
2	11957
2	12083
2	12248
2	12355
2	12517
2	12689
2	12970
2	13121
2	13311
2	13417
2	13742
2	13907
2	14090
2	14341
2	14547
2	14724
2	14820
2	15269
2	15419
2	15560
2	15683
2	15913
2	16177
2	16371
2	16504
2	16635
2	16817
2	16952
2	17106
2	17270
2	17419
2	17557
2	17715
2	17892
2	18189
2	18345
2	18503
2	18709
2	18873
2	18978
2	19072
2	19190
2	19401
2	19647
2	19761
2	19888
2	19982
2	20296
2	20445
2	20609
2	20771
2	20942
2	21101
2	21273
2	21537
2	21875
2	22055
2	22243
2	22448
2	22642
2	22797
2	22920
2	23079
2	23262
2	23407
2	23520
2	23753
2	24031
2	24163
2	24386
2	24497
2	24682
2	25006
2	25276
2	25532
2	25733
2	25864
2	26004
2	26186
2	26287
2	26449
2	26599
2	26757
2	26850
2	27036
2	27315
2	27517
2	27646
2	28212
2	28338
2	28487
2	28598
2	28872
2	29122
2	29279
2	34544
2	35687
2	36303
2	36418
2	36760
2	36940
2	37056
2	37138
2	37271
2	37405
2	37732
2	37868
2	38159
2	38468
2	38619
2	39161
2	39356
2	39535
2	39663
2	39870
2	40040
2	40201
2	40398
2	40505
2	41150
2	41301
2	41458
2	41591
2	41783
2	41905
2	42103
2	42217
2	42367
2	42466
2	42652
2	42832
2	43010
2	43290
2	43623
2	43819
2	43950
2	44142
2	44308
2	44458
2	44645
2	44812
2	44989
2	45230
2	45898
2	46029
2	46237
2	46432
2	46641
2	46809
2	46983
2	47137
2	47365
2	47551
2	47669
2	47918
2	48097
2	48264
2	48435
2	48592
2	48838
2	49038
2	49211
2	49347
2	49590
2	49802
2	49906
2	50208
2	50421
2	50716
2	50902
2	51075
2	51268
2	51394
2	51505
2	51640
2	51777
2	51989
2	52197
2	52292
2	52490
2	52907
2	53097
2	53211
2	53368
2	53490
2	53593
2	53746
2	53871
2	54043
2	54273
2	54381
2	54488
2	54569
2	54681
2	54865
2	54980
2	55184
2	55503
2	55615
2	55765
2	55868
2	56265
2	56507
2	56620
2	56803
2	56970
2	57195
2	57458
2	57609
2	58105
2	58260
2	58395
2	58575
2	58849
2	59009
2	59205
2	59370
2	59557
2	60138
2	60268
2	60423
2	60618
2	61012
2	61244
2	61393
2	61499
2	61671
2	61846
2	61996
2	62149
2	62302
2	62472
2	62898
2	63099
2	63225
2	63716
2	63877
2	64033
2	64206
2	64394
2	64540
2	64767
2	64864
2	64974
2	65083
2	65214
2	65337
2	65441
2	65528
2	65615
2	65757
2	65938
2	66120
2	66223
2	66325
2	66436
2	66608
2	66810
2	67021
2	67195
2	67351
2	67472
2	67631
2	67781
2	67908
2	68525
2	68624
2	68723
2	68999
2	69169
2	69380
2	69507
2	69773
2	69921
2	70214
2	70325
2	70656
2	71152
2	71366
2	71599
2	71948
2	72101
2	72409
2	72557
2	72777
2	73143
2	73243
2	73414
2	73557
2	73728
2	73843
2	74056
2	74185
2	74588
2	74718
2	74964
2	75226
2	75415
2	75573
2	75727
2	75869
2	76058
2	76221
2	76324
2	76545
2	76702
2	76943
2	77103
2	77206
2	77475
2	77648
2	77917
2	78058
2	78211
2	78335
2	78745
2	78985
2	79180
2	79288
2	79621
2	80005
2	80203
2	80407
2	80559
2	80700
2	81138
2	81353
2	81472
2	81588
2	81697
2	81847
2	81975
2	82415
2	82578
2	82717
2	82854
2	83143
2	83378
2	83456
2	83614
2	83775
2	83886
2	84069
2	84235
2	84569
2	84740
2	84914
2	85065
2	85187
2	85336
2	85480
2	85636
2	85755
2	85978
2	86086
2	86192
2	86274
2	86438
2	86605
2	86811
2	87128
2	87275
2	87443
2	87592
2	87755
2	88077
2	88164
2	88356
2	89059
2	89270
2	89642
2	89996
2	90156
2	90418
2	90517
2	90689
2	90878
2	91070
2	91238
2	91487
2	91674
2	91834
2	91996
2	92152
2	92430
2	92581
2	92764
2	93018
2	93173
2	93372
2	93654
2	93754
2	93856
2	93976
2	94238
2	94347
2	94471
2	94735
2	94827
2	94964
2	95079
2	95197
2	95302
2	95445
2	95612
2	95778
2	95934
2	96364
2	96531
2	96727
2	96905
2	97143
2	97280
2	97464
2	97625
2	97777
2	97862
2	97980
2	98088
2	98188
2	98323
2	98558
2	98728
2	98836
2	99006
2	99169
2	99424
2	99641
2	99783
2	99956
2	100129
2	100688
2	100863
2	101016
2	101180
2	101661
2	101929
2	102250
2	102408
2	102572
2	102709
2	102884
2	103042
2	103145
2	103700
2	104015
2	104129
2	104234
2	104383
2	104759
2	104967
2	105082
2	105465
2	105691
2	105843
2	106029
2	106166
2	106480
2	106663
2	106968
2	107143
2	107287
2	107453
2	107699
2	107932
2	108116
2	108265
2	108443
2	108542
2	108932
2	109115
2	109338
2	109491
2	109618
2	109822
2	110165
2	110347
2	110535
2	110724
2	111046
2	111166
2	111470
2	111634
2	111771
2	112075
2	112259
2	112394
2	112540
2	112762
2	112897
2	113082
2	113228
2	113395
2	113725
2	113846
2	114024
2	114206
2	114357
2	114542
2	114653
2	114838
2	114999
2	115269
2	115386
2	115612
2	115717
2	115841
2	116166
2	116300
2	116503
2	116679
2	116844
2	117157
2	117295
2	117499
2	117652
2	117991
2	118299
2	118432
2	118739
2	118847
2	118967
2	119122
2	119431
2	119534
2	119675
2	119933
2	120145
2	120334
2	120713
2	120881
2	121407
2	121588
2	121749
2	121900
2	122099
2	122559
2	122769
2	123078
2	123191
2	123349
2	123539
2	123983
2	124270
2	124597
2	124776
2	125100
2	125258
2	125385
2	125567
2	125734
2	125908
2	126047
2	126238
2	126352
2	126558
2	126728
2	127061
2	127208
2	127351
2	127682
2	127790
2	127926
2	128121
2	128227
2	128441
2	128679
2	128816
2	128920
2	129104
2	129285
2	129443
2	129618
2	129727
2	129823
2	130002
2	130157
2	130280
2	130564
2	130710
2	130906
2	131118
2	131361
2	131513
2	131652
2	131783
2	132155
2	132455
2	132606
2	132722
2	132810
2	132961
2	133083
2	133231
2	133430
2	133576
2	133735
2	133997
2	134123
2	134408
2	134522
2	134701
2	134810
2	135038
2	135170
2	135318
2	135693
2	136366
2	136587
2	136703
2	136816
2	136932
2	137091
2	137400
2	137639
2	137789
2	137931
2	138071
2	138389
2	138566
2	138667
2	138776
2	139253
2	139471
2	139637
2	139998
2	140190
2	140304
2	140690
2	140984
2	141275
2	141593
2	141702
2	141883
2	142214
2	142373
2	142680
2	142871
2	143068
2	143284
2	143487
2	144062
2	144230
2	144625
2	144726
2	144814
2	145017
2	145130
2	145447
2	145608
2	145737
2	146139
2	146316
2	146475
2	146811
2	147127
2	147315
2	147415
2	147501
2	147675
2	147806
2	148125
2	148275
2	148448
2	148880
2	149076
2	149209
2	149365
2	149477
2	149574
2	149671
2	149836
2	149948
2	150107
2	150206
2	150356
2	150449
2	150555
2	150679
2	150835
2	151009
2	151195
2	151490
2	151625
2	151798
2	151962
2	152123
2	152309
2	152515
2	152730
2	152983
2	153191
2	153330
2	153491
2	153656
2	153949
2	154146
2	154329
2	154491
2	154595
2	154845
2	154973
2	155197
2	155326
2	155406
2	155612
2	155863
2	156049
2	156532
2	156656
2	156854
2	156966
2	157134
2	157265
2	157460
2	157646
2	157926
2	158101
2	158247
2	158413
2	158674
2	158877
2	159027
2	159328
2	159485
2	160136
2	160484
2	160638
2	160819
2	160956
2	161261
2	161405
2	161723
2	161895
2	162241
2	162346
2	162565
2	162841
2	162962
2	163129
2	163278
2	163494
2	163625
2	163767
2	163917
2	164532
2	164703
2	164892
2	165511
2	165636
2	165734
2	165834
2	166141
2	166228
2	166309
2	166459
2	166585
2	166776
2	166877
2	166991
2	167174
2	167651
2	167827
2	168498
2	169054
2	169201
2	169307
2	169597
2	169701
2	169842
2	169973
2	170101
2	170360
2	170622
2	171221
2	171652
2	171830
2	171959
2	172075
2	172237
2	172552
2	172718
2	172857
2	173040
2	173219
2	173308
2	173406
2	173510
2	173613
2	173729
2	173928
2	174098
2	174356
2	174540
2	174829
2	174959
2	175152
2	175312
2	175434
2	175639
2	175854
2	175975
2	176103
2	176216
2	176591
2	176762
2	176916
2	177080
2	177221
2	177409
2	177991
2	178232
2	178358
2	178547
2	178877
2	179012
2	179418
2	179531
2	179651
2	179828
2	179964
2	180059
2	180334
2	180451
2	180556
2	181035
2	181205
2	181376
2	181622
2	181766
2	182068
2	182350
2	182509
2	182679
2	182851
2	182983
2	183154
2	183430
2	183651
2	184001
2	184181
2	184364
2	184542
2	184679
2	184877
2	185050
2	185143
2	185346
2	185430
2	185734
2	185840
2	186289
2	186647
2	186744
2	186931
2	187125
2	187267
2	187380
2	187478
2	187625
2	187792
2	187963
2	188091
2	188264
2	188452
2	188557
2	188754
2	188969
2	189092
2	189234
2	189413
2	189578
2	189745
2	189859
2	189972
2	190148
2	190341
2	190430
2	190619
2	190808
2	190965
2	191229
2	191397
2	191552
2	191725
2	192030
2	192151
2	192302
2	192565
2	192712
2	192882
2	193229
2	193376
2	193519
2	193953
2	194086
2	194289
2	194454
2	194606
2	194824
2	195234
2	195413
2	195575
2	195720
2	196058
2	196335
2	196516
2	196742
2	196841
2	197359
2	197509
2	198515
2	198605
2	198918
2	199101
2	199321
2	199445
2	199688
2	199803
2	199905
2	200031
2	200206
2	200387
2	200584
2	200799
2	200964
2	201117
2	201243
2	201402
2	201580
2	201724
2	202095
2	203484
2	204320
2	204542
2	204642
2	204843
2	204968
2	205082
2	205175
2	205267
2	205371
2	205478
2	205659
2	205780
2	206082
2	206224
2	206451
2	206589
2	206755
2	206909
2	207215
2	207373
2	207530
2	207717
2	207867
2	208035
2	208207
2	208436
2	208573
2	208764
2	208864
2	209035
2	209607
2	209784
2	209935
2	210117
2	210295
2	210414
2	210550
2	210668
2	210768
2	210944
2	211138
2	211301
2	211422
2	211604
2	211758
2	211836
2	211944
2	212114
2	212292
2	212405
2	212663
2	212937
2	213159
2	213258
2	213375
2	213493
2	213978
2	214101
2	214275
2	214354
2	214474
2	214679
2	214793
2	214977
2	215126
2	215257
2	215393
2	215550
2	216059
2	216212
2	216384
2	216656
2	217126
2	217383
2	217571
2	217740
2	217922
2	218058
2	218157
2	218465
2	218568
2	218676
2	218859
2	219035
2	219172
2	219321
2	219445
2	219542
2	219749
2	219904
2	220013
2	220108
2	220279
2	220415
2	220506
2	220755
2	220991
2	227095
2	227270
2	227740
2	228245
2	228374
2	229003
2	229357
2	229482
2	229687
2	229822
2	229970
2	230237
2	230343
2	230770
2	230905
2	231008
2	231178
2	231463
2	231628
2	231835
2	231986
2	232154
2	232271
2	232411
2	232597
2	232767
2	232966
2	233121
2	233444
2	233551
2	233729
2	233892
2	233993
2	234118
2	234228
2	234402
2	234528
2	234637
2	234795
2	234938
2	235067
2	235392
2	235569
2	235765
2	236196
2	236520
2	236684
2	236850
2	236960
2	237122
2	237265
2	237485
2	237736
2	237968
2	238280
2	238522
2	238698
2	239032
2	239183
2	239279
2	239428
2	239625
2	239799
2	240002
2	240124
2	240247
2	240396
2	240584
2	240703
2	240924
2	241219
2	241692
2	241869
2	242039
2	242206
2	242384
2	242542
2	242825
2	243012
2	243154
2	243341
2	243461
2	243635
2	243796
2	244029
2	244137
2	244282
2	244426
2	244558
2	245037
2	245148
2	245638
2	245877
2	246033
2	246402
2	246764
2	246886
2	247088
2	247250
2	247427
2	247664
2	247843
2	248223
2	248387
2	249056
2	249303
2	249653
2	249809
2	250044
2	250151
2	250396
2	250598
2	250782
2	250938
2	251081
2	251176
2	251391
2	251545
2	251669
2	251775
2	252032
2	252331
2	252611
2	252940
2	253311
2	253441
2	253691
2	254105
2	254212
2	254353
2	254536
2	254723
2	254863
2	255537
2	255665
2	256230
2	256582
2	257028
2	257196
2	257375
2	257508
2	257654
2	257822
2	257986
2	258251
2	258453
2	258613
2	259337
2	259499
2	265664
2	265826
2	266005
2	266388
2	266553
2	266751
2	266873
2	267063
2	267165
2	267362
2	267522
2	267674
2	267983
2	268291
2	268421
2	269241
2	269396
2	269573
2	269952
2	270241
2	270410
2	270576
2	270705
2	270965
2	271055
2	271159
2	271286
2	271447
2	271710
2	271886
2	272129
2	272304
2	272461
2	272650
2	272777
2	272885
2	273079
2	273223
2	273398
2	273700
2	273988
2	274524
2	274670
2	274801
2	274929
2	275104
2	275246
2	275435
2	275642
2	275854
2	276051
2	276344
2	276533
2	276637
2	276798
2	276960
2	277156
2	277303
2	277463
2	277629
2	277778
2	277916
2	278105
2	278283
2	278483
2	278792
2	278955
2	279119
2	279304
2	279649
2	279827
2	279923
2	280033
2	280156
2	280321
2	280655
2	280891
2	281381
2	281508
2	281793
2	281876
2	282053
2	282175
2	282557
2	282778
2	282960
2	283169
2	283328
2	283603
2	283796
2	283912
2	284121
2	284233
2	284446
2	284560
2	284722
2	284867
2	285012
2	285212
2	285308
2	285441
2	285622
2	285769
2	285950
2	286069
2	286308
2	286432
2	286562
2	286712
2	286900
2	287013
2	287106
2	287222
2	287345
2	287549
2	287686
2	288032
2	288456
2	288650
2	288843
2	288988
2	289149
2	289392
2	289589
2	289729
2	289892
2	290041
2	290194
2	290322
2	290681
2	290826
2	290909
2	291092
2	291503
2	291750
2	291842
2	292269
2	292520
2	292697
2	292884
2	293043
2	293210
2	293380
2	293536
2	293733
2	293876
2	294066
2	294466
2	294618
2	294923
2	295077
2	295252
2	295502
2	295616
2	295723
2	295848
2	296024
2	296189
2	296664
2	296854
2	296984
2	297157
2	297319
2	297431
2	297641
2	297780
2	297957
2	298045
2	298249
2	298439
2	298785
2	298925
2	299068
2	299336
2	299689
2	299863
2	301556
2	301693
2	301844
2	302042
2	302189
2	302312
2	302498
2	302742
2	302844
2	303017
2	303167
2	303330
2	303482
2	303597
2	303761
2	303883
2	304077
2	304265
2	304438
2	304551
2	304681
2	305027
2	305212
2	305347
2	305507
2	305667
2	305786
2	305982
2	306305
2	306471
2	306623
2	306791
2	306947
2	307177
2	307317
2	307778
2	308071
2	308220
2	308497
2	308694
2	308803
2	308896
2	309068
2	309255
2	309451
2	309807
2	309998
2	310323
2	310611
2	310789
2	310943
2	311108
2	311270
2	311436
2	311808
2	311975
2	312154
2	312367
2	312583
2	312752
2	313060
2	313193
2	313396
2	313599
2	313718
2	314039
2	314146
2	314423
2	314572
2	314773
2	315094
2	315284
2	315525
2	315705
2	315889
2	316145
2	316335
2	316449
2	316995
2	317183
2	317341
2	317672
2	318252
2	318583
2	318746
2	318951
2	319197
2	319448
2	319696
2	319797
2	319904
2	320047
2	320223
2	320539
2	320671
2	320780
2	320915
2	321113
2	321248
2	321424
2	321616
2	322027
2	322228
2	322498
2	322621
2	322750
2	322908
2	323135
2	323427
2	323581
2	323716
2	323870
2	323996
2	324364
2	324490
2	324672
2	324871
2	325006
2	325192
2	325411
2	325562
2	325758
2	325888
2	325988
2	326097
2	326359
2	326520
2	326668
2	326854
2	327347
2	327736
2	327824
2	327940
2	328192
2	328309
2	328472
2	328659
2	328993
2	329095
2	329248
2	329354
2	329450
2	329679
2	329887
2	330049
2	330520
2	330678
2	330827
2	330995
2	331190
2	331338
2	331523
2	331634
2	331958
2	332188
2	332356
2	332840
2	333037
2	333320
2	333459
2	333743
2	333862
2	334242
2	334413
2	334538
2	334714
2	335077
2	335175
2	335319
2	335667
2	335756
2	335926
2	336074
2	336184
2	336340
2	336524
2	336698
2	336884
2	337255
2	337591
2	337736
2	338254
2	338402
2	338660
2	338861
2	339026
2	339220
2	339381
2	339590
2	339774
2	339949
2	340091
2	340271
2	340656
2	341011
2	341178
2	341337
2	341727
2	342037
2	342258
2	342548
2	342685
2	342919
2	343024
2	343149
2	343247
2	343350
2	343427
2	343584
2	343769
2	343958
2	344094
2	344306
2	344640
2	344897
2	345004
2	345249
2	345638
2	345775
2	345949
2	346100
2	346311
2	346467
2	346590
2	346751
2	346943
2	347118
2	347243
2	347426
2	347797
2	348016
2	348181
2	348341
2	348682
2	348845
2	348996
2	349141
2	349323
2	349489
2	349717
2	349856
2	349968
2	350062
2	350202
2	350386
2	350840
2	351066
2	351184
2	351450
2	351581
2	351794
2	352202
2	352531
2	352674
2	352839
2	352996
2	353169
2	353355
2	353786
2	353969
2	354119
2	354324
2	354578
2	354684
2	354827
2	354986
2	355359
2	355491
2	355669
2	355838
2	356031
2	356568
2	356905
2	357178
2	357411
2	357610
2	357870
2	358006
2	358397
2	358516
2	358681
2	358823
2	358998
2	359464
2	359620
2	359787
2	359949
2	360097
2	360267
2	360661
2	360854
2	360992
2	361153
2	361295
2	361393
2	361550
2	361754
2	362242
2	362414
2	362885
2	363069
2	363216
2	363521
2	363683
2	363840
2	363947
2	364064
2	364143
2	364225
2	364322
2	364423
2	364539
2	364695
2	364809
2	364988
2	365108
2	365346
2	365550
2	365652
2	366066
2	366179
2	366412
2	366597
2	366788
2	366962
2	367135
2	367343
2	367571
2	367748
2	367901
2	368202
2	368497
2	368695
2	368777
2	368999
2	369184
2	369333
2	369527
2	369684
2	370003
2	370160
2	370453
2	370627
2	370765
2	370911
2	371040
2	371252
2	371441
2	371549
2	371685
2	371923
2	372106
2	372380
2	372563
2	372718
2	372910
2	373055
2	373167
2	373513
2	373628
2	373807
2	373971
2	374306
2	374443
2	374883
2	375125
2	375228
2	375456
2	375619
2	375839
2	376395
2	376647
2	376758
2	376903
2	377088
2	377257
2	377393
2	377484
2	377627
2	377822
2	377917
2	378185
2	378385
2	379124
2	379319
2	379521
2	379638
2	379826
2	379961
2	380259
2	380447
2	380589
2	380765
2	380934
2	381051
2	381512
2	381675
2	381848
2	382359
2	382523
2	382705
2	382876
2	383163
2	383345
2	383496
2	383697
2	383811
2	383963
2	384117
2	384253
2	384430
2	384547
2	384716
2	384979
2	385068
2	385201
2	385453
2	385565
2	385703
2	385853
2	385966
2	386273
2	386630
2	386773
2	386962
2	387112
2	387253
2	387437
2	387552
2	387728
2	387860
2	387992
2	388118
2	388230
2	388418
2	388610
2	388814
2	388947
2	389131
2	389291
2	389399
2	389742
2	389897
2	390140
2	390300
2	390487
2	390674
2	390818
2	390980
2	391135
2	391271
2	391620
2	391858
2	392082
2	392261
2	392817
2	392931
2	393193
2	393439
2	393550
2	393668
2	393810
2	394069
2	394218
2	394593
2	394717
2	395153
2	395737
2	395840
2	396244
2	396412
2	396629
2	396733
2	396891
2	397044
2	397200
2	397347
2	397468
2	397593
2	397944
2	398107
2	398420
2	398698
2	398889
2	399060
2	399307
2	399399
2	399552
2	399721
2	399917
2	400056
2	400223
2	400371
2	400563
2	400718
2	400887
2	401004
2	401361
2	401566
2	401712
2	401915
2	402094
2	402237
