Chr	Center
1	45608
1	45782
1	45956
1	46162
1	46286
1	46576
1	46750
1	46907
1	47130
1	47311
1	47477
1	47645
1	47776
1	47939
1	48086
1	48254
1	48746
1	48941
1	49134
1	49265
1	49415
1	49625
1	49746
1	49926
1	50056
1	50238
1	50396
1	50531
1	50677
1	50883
1	51009
1	51173
1	51285
1	51410
1	51585
1	51767
1	51883
1	52096
1	52265
1	52446
1	52591
1	52848
1	53066
1	53223
1	53557
1	53730
1	53914
1	54075
1	54227
1	54392
1	54575
1	54735
1	54974
1	55137
1	55331
1	55476
1	55627
1	55797
1	55966
1	56124
1	56335
1	56478
1	56650
1	56818
1	57027
1	57188
1	57338
1	57545
1	57723
1	57905
1	58086
1	58288
1	58472
1	58663
1	58815
1	59044
1	59200
1	59374
1	59612
1	59765
1	59892
1	60063
1	60236
1	60408
1	60550
1	60707
1	60880
1	61039
1	61315
1	61510
1	61666
1	61811
1	61999
1	62121
1	62238
1	62378
1	62529
1	62649
1	62815
1	62967
1	63144
1	63319
1	63455
1	63613
1	63772
1	63942
1	64080
1	64273
1	64402
1	64586
1	64749
1	64877
1	64999
1	65153
1	65276
1	65505
1	65700
1	65821
1	66012
1	66133
1	66286
1	66415
1	66532
1	66676
1	66789
1	67068
1	67315
1	67500
1	67658
1	67807
1	68404
1	68524
1	69068
1	69230
1	69398
1	69572
1	69738
1	69905
1	70076
1	70253
1	70502
1	70666
1	70797
1	71131
1	71524
1	71733
1	71969
1	72175
1	72317
1	72487
1	72664
1	73235
1	73404
1	73566
1	73681
1	73838
1	74056
1	74235
1	74427
1	74614
1	74752
1	74976
1	75108
1	75348
1	75560
1	75701
1	75814
1	75998
1	76170
1	76450
1	76614
1	76754
1	76916
1	77069
1	77263
1	77431
1	77591
1	77723
1	77894
1	78057
1	78283
1	78468
1	78633
1	78872
1	78980
1	79123
1	79355
1	79497
1	79737
1	79897
1	80071
1	80190
1	80363
1	80494
1	80617
1	80793
1	80954
1	81185
1	81558
1	81781
1	82250
1	82359
1	82542
1	82763
1	82917
1	83059
1	83247
1	83620
1	83775
1	83940
1	84087
1	84283
1	84443
1	84605
1	84719
1	84890
1	85067
1	85242
1	85396
1	85571
1	85741
1	85890
1	86073
1	86197
1	86395
1	86548
1	86687
1	86871
1	87032
1	87310
1	87480
1	87640
1	87815
1	88010
1	88158
1	88307
1	88420
1	88563
1	88754
1	88994
1	89214
1	89405
1	89568
1	89743
1	89944
1	90077
1	90211
1	90365
1	90547
1	90696
1	90848
1	91007
1	91149
1	91331
1	91477
1	91604
1	91783
1	91914
1	92089
1	92251
1	92493
1	92894
1	93089
1	93250
1	93380
1	93548
1	93767
1	93940
1	94102
1	94252
1	94426
1	94659
1	94811
1	95000
1	95177
1	95360
1	95539
1	95705
1	95873
1	95999
1	96188
1	96368
1	96536
1	96732
1	96898
1	97017
1	97194
1	97338
1	97450
1	97672
1	97797
1	97958
1	98109
1	98299
1	98430
1	98590
1	98791
1	98922
1	99065
1	99247
1	99396
1	99556
1	99739
1	100038
1	100194
1	100325
1	100491
1	100653
1	100815
1	100978
1	101143
1	101464
1	101616
1	101798
1	101969
1	102118
1	102337
1	102454
1	102570
1	102679
1	102887
1	103045
1	103227
1	103386
1	103587
1	103765
1	103875
1	103997
1	104125
1	104303
1	104453
1	104644
1	104793
1	104967
1	105112
1	105268
1	105428
1	105592
1	105754
1	105924
1	106196
1	106374
1	106548
1	106659
1	106911
1	107085
1	107277
1	107440
1	107601
1	107816
1	107959
1	108094
1	108318
1	108446
1	108623
1	108780
1	108924
1	109087
1	109266
1	109426
1	109587
1	109751
1	109911
1	110086
1	110245
1	110406
1	110652
1	110850
1	111023
1	111179
1	111301
1	111459
1	111608
1	111910
1	112120
1	112408
1	112566
1	112697
1	112856
1	113004
1	113185
1	113357
1	113614
1	113782
1	113935
1	114098
1	114252
1	114422
1	114593
1	114863
1	115026
1	115204
1	115354
1	115569
1	115680
1	115849
1	116013
1	116172
1	116325
1	116488
1	116663
1	116794
1	116968
1	117141
1	117305
1	117448
1	117608
1	117727
1	117889
1	118113
1	118257
1	118521
1	118733
1	118908
1	119085
1	119244
1	119426
1	119589
1	119739
1	119915
1	120087
1	120249
1	120448
1	120707
1	120877
1	121041
1	121202
1	121362
1	121512
1	121680
1	121829
1	121979
1	122101
1	122408
1	122552
1	122689
1	122822
1	123000
1	123151
1	123324
1	123500
1	123643
1	123792
1	123914
1	124038
1	124217
1	124393
1	124573
1	124694
1	124831
1	125002
1	125154
1	125348
1	125479
1	125631
1	125775
1	126061
1	126366
1	126527
1	126686
1	126826
1	127010
1	127164
1	127362
1	127556
1	127695
1	127881
1	128093
1	128263
1	128391
1	128534
1	128685
1	128849
1	129007
1	129294
1	129452
1	129636
1	129810
1	129930
1	130145
1	130309
1	130483
1	130597
1	130801
1	130936
1	131283
1	131636
1	131812
1	131980
1	132235
1	132400
1	132559
1	132710
1	132926
1	133050
1	133209
1	133389
1	133553
1	133767
1	133958
1	134090
1	134261
1	134381
1	134526
1	134666
1	134838
1	135009
1	135170
1	135319
1	135504
1	135654
1	135869
1	136041
1	136191
1	136351
1	136536
1	136690
1	136866
1	137065
1	137254
1	137429
1	137543
1	137656
1	137787
1	137929
1	138038
1	138221
1	138366
1	138515
1	138649
1	138814
1	138973
1	139171
1	139610
1	139800
1	139916
1	140133
1	140300
1	140484
1	140651
1	140781
1	141094
1	141809
1	142059
1	142235
1	142497
1	142645
1	142793
1	143012
1	143329
1	143471
1	143634
1	143789
1	143933
1	144108
1	144306
1	144471
1	144607
1	144752
1	144924
1	145052
1	145253
1	145360
1	145517
1	145718
1	145847
1	145995
1	146154
1	146311
1	146429
1	146548
1	146679
1	146836
1	147017
1	147166
1	147278
1	147451
1	147599
1	147790
1	147970
1	148166
1	148296
1	148517
1	148712
1	148865
1	149016
1	149136
1	149250
1	149366
1	149541
1	149759
1	149917
1	150057
1	150215
1	150337
1	150517
1	150668
1	150800
1	150977
1	151156
1	151360
1	151542
1	151703
1	151852
1	151998
1	152262
1	152435
1	152600
1	152801
1	152939
1	153098
1	153355
1	153600
1	153713
1	153853
1	154002
1	154150
1	154298
1	154427
1	154538
1	154715
1	154868
1	154993
1	155153
1	155318
1	155501
1	155663
1	155816
1	155990
1	156152
1	156335
1	156464
1	156630
1	156738
1	156945
1	157110
1	157326
1	157491
1	157650
1	157823
1	157968
1	158140
1	158299
1	158471
1	158648
1	158909
1	159079
1	159229
1	159393
1	159505
1	159667
1	159829
1	159944
1	160151
1	160323
1	160835
1	161015
1	161175
1	161319
1	161485
1	161607
1	161846
1	162013
1	162356
1	162516
1	162715
1	163201
1	163380
1	163530
1	163648
1	163813
1	164057
1	164321
1	164677
1	164841
1	164973
1	165201
1	165355
1	165554
1	165721
1	165828
1	165942
1	166076
1	166210
1	166621
1	166769
1	166893
1	167064
1	167178
1	167322
1	167481
1	167658
1	167807
1	167955
1	168124
1	168295
1	168455
1	168639
1	168801
1	168965
1	169276
1	169438
1	169593
1	169819
1	169957
1	170111
1	170251
1	170602
1	170711
1	170892
1	171027
1	171150
1	171343
1	171520
1	171684
1	171922
1	172125
1	172298
1	172460
1	172674
1	172857
1	173030
1	173172
1	173301
1	173415
1	173666
1	173822
1	173992
1	174142
1	174289
1	174436
1	174605
1	174777
1	174946
1	175128
1	175334
1	175522
1	175664
1	175843
1	176008
1	176161
1	176363
1	176496
1	176736
1	176923
1	177064
1	177205
1	177434
1	177575
1	177735
1	177953
1	178083
1	178229
1	178403
1	178590
1	178755
1	178876
1	179074
1	179249
1	179371
1	179589
1	179721
1	179875
1	180039
1	180180
1	180287
1	180442
1	180623
1	180783
1	180987
1	181115
1	181271
1	181424
1	181584
1	181707
1	181909
1	182054
1	182224
1	182608
1	182748
1	182911
1	183113
1	183304
1	183441
1	183561
1	183725
1	183918
1	184182
1	184351
1	184463
1	184636
1	184878
1	185040
1	185202
1	185361
1	185569
1	185682
1	185899
1	186123
1	186306
1	186476
1	186628
1	186795
1	186984
1	187093
1	187288
1	187434
1	187597
1	187840
1	188097
1	188267
1	188376
1	188538
1	188652
1	188843
1	189027
1	189245
1	189409
1	189544
1	189656
1	189800
1	189973
1	190485
1	190928
1	191147
1	191325
1	191722
1	191999
1	192176
1	192319
1	192621
1	192797
1	192974
1	193129
1	193280
1	193430
1	193600
1	193742
1	193909
1	194056
1	194291
1	194489
1	194691
1	194820
1	195017
1	195228
1	195400
1	195600
1	195770
1	195927
1	196088
1	196228
1	196400
1	196507
1	196647
1	196907
1	197046
1	197174
1	197359
1	197519
1	197674
1	197865
1	198056
1	198265
1	198449
1	198578
1	198762
1	198933
1	199074
1	199219
1	199393
1	199607
1	199726
1	199858
1	199993
1	200207
1	200377
1	200526
1	200666
1	200803
1	201005
1	201161
1	201318
1	201484
1	201644
1	201793
1	201964
1	202213
1	202354
1	202511
1	202794
1	202960
1	203100
1	203256
1	203427
1	203624
1	203787
1	203954
1	204077
1	204188
1	204342
1	204497
1	204663
1	204836
1	205017
1	205202
1	205312
1	205422
1	205557
1	205790
1	206060
1	206232
1	206367
1	206501
1	206777
1	206939
1	207113
1	207378
1	207530
1	207653
1	207833
1	208009
1	208243
1	208408
1	208572
1	208775
1	208947
1	209116
1	209269
1	209398
1	209592
1	209780
1	209918
1	210116
1	210275
1	210483
1	210681
1	210862
1	211779
1	211931
1	212045
1	212221
1	212329
1	212520
1	212692
1	212860
1	213054
1	213211
1	213382
1	213562
1	213733
1	214065
1	214223
1	214387
1	214715
1	214903
1	215159
1	215344
1	215475
1	215654
1	215840
1	215989
1	216221
1	216353
1	216551
1	216714
1	216900
1	217053
1	217649
1	217799
1	217964
1	218088
1	218263
1	218507
1	218644
1	218764
1	218917
1	219122
1	219251
1	219412
1	219573
1	219800
1	219912
1	220381
1	220488
1	220648
1	220821
1	221037
1	221157
1	221348
1	221490
1	221654
1	221802
1	221942
1	222074
1	222248
1	222462
1	222588
1	222727
1	222843
1	223002
1	223495
1	223656
1	223927
1	224087
1	224296
1	224444
1	224600
1	224791
1	224957
1	225186
1	225357
1	225524
1	225709
1	225882
1	226030
1	226222
1	226356
1	226520
1	226709
1	226860
1	227050
1	227246
1	227365
1	227547
1	227699
1	227871
1	228061
1	228189
1	228398
1	228551
1	228858
1	228984
1	229155
1	229339
1	229571
1	229780
1	229941
1	230083
2	101
2	249
2	430
2	641
2	792
2	941
2	1123
2	1256
2	1394
2	1768
2	1875
2	2011
2	2343
2	2550
2	2685
2	2834
2	2956
2	3117
2	3271
2	3435
2	3617
2	3778
2	4060
2	4248
2	4405
2	4803
2	5068
2	5234
2	5706
2	6055
2	6173
2	6395
2	6518
2	6671
2	6838
2	6974
2	7144
2	7380
2	7545
2	7721
2	7856
2	8027
2	8189
2	8307
2	8461
2	8669
2	8802
2	8964
2	9134
2	9289
2	9445
2	9601
2	9802
2	9966
2	10151
2	10316
2	10483
2	10794
2	10964
2	11114
2	11296
2	11417
2	11584
2	11773
2	11892
2	12056
2	12269
2	12443
2	12555
2	12680
2	12794
2	12942
2	13121
2	13323
2	13434
2	13590
2	13751
2	13947
2	14114
2	14275
2	14417
2	14525
2	14703
2	14874
2	15003
2	15207
2	15348
2	15520
2	15678
2	15858
2	15993
2	16145
2	16341
2	16506
2	16670
2	16881
2	17037
2	17248
2	17407
2	17568
2	17727
2	17889
2	18186
2	18348
2	18543
2	18674
2	18880
2	19026
2	19170
2	19387
2	19511
2	19672
2	19790
2	19958
2	20100
2	20300
2	20420
2	20550
2	20771
2	20924
2	21093
2	21269
2	21539
2	21698
2	21868
2	22068
2	22241
2	22426
2	22585
2	22762
2	22932
2	23092
2	23251
2	23409
2	23580
2	23745
2	24022
2	24187
2	24343
2	24463
2	24575
2	24696
2	24857
2	25032
2	25162
2	25336
2	25678
2	25844
2	26050
2	26222
2	26395
2	26549
2	26718
2	26848
2	27101
2	27344
2	27496
2	27666
2	27799
2	27960
2	28152
2	28348
2	28596
2	28775
2	29117
2	29278
2	29521
2	29682
2	29838
2	29979
2	30105
2	30257
2	30407
2	30617
2	30765
2	30938
2	31069
2	31336
2	31457
2	31620
2	31758
2	31909
2	32047
2	32187
2	32406
2	32584
2	32784
2	32954
2	33064
2	33247
2	33396
2	33581
2	33740
2	33856
2	34019
2	34229
2	34343
2	34450
2	34581
2	34746
2	34857
2	35120
2	35355
2	35517
2	35709
2	35893
2	36077
2	36230
2	36681
2	36830
2	36941
2	37067
2	37270
2	37517
2	37695
2	37846
2	38044
2	38342
2	38533
2	38645
2	38781
2	38988
2	39152
2	39339
2	39473
2	39627
2	39792
2	39903
2	40049
2	40201
2	40374
2	40537
2	40808
2	40969
2	41163
2	41311
2	41454
2	41621
2	41789
2	41949
2	42120
2	42312
2	42482
2	42662
2	42837
2	43043
2	43303
2	43470
2	43662
2	43790
2	43992
2	44131
2	44295
2	44484
2	44646
2	44808
2	44970
2	45146
2	45262
2	45642
2	45819
2	46000
2	46122
2	46284
2	46461
2	46643
2	46786
2	46978
2	47143
2	47390
2	47563
2	47718
2	47828
2	47978
2	48128
2	48273
2	48416
2	48602
2	48843
2	49002
2	49179
2	49341
2	49616
2	49810
2	50001
2	50345
2	50467
2	50727
2	50950
2	51120
2	51238
2	51366
2	51539
2	51762
2	51902
2	52073
2	52252
2	52456
2	52626
2	52795
2	52918
2	53125
2	53233
2	53459
2	53665
2	53830
2	54110
2	54269
2	54456
2	54578
2	54690
2	54925
2	55060
2	55222
2	55422
2	55573
2	55748
2	55928
2	56058
2	56182
2	56319
2	56489
2	56644
2	56882
2	57042
2	57265
2	57376
2	57577
2	57732
2	57909
2	58033
2	58178
2	58352
2	58514
2	58689
2	58837
2	59006
2	59192
2	59354
2	59577
2	59751
2	59912
2	60067
2	60244
2	60402
2	60561
2	60747
2	61002
2	61230
2	61392
2	61560
2	61702
2	61854
2	62026
2	62203
2	62310
2	62468
2	62638
2	62908
2	63050
2	63191
2	63439
2	63801
2	63912
2	64117
2	64258
2	64407
2	64616
2	64726
2	64874
2	64996
2	65140
2	65324
2	65552
2	65690
2	65810
2	65953
2	66080
2	66192
2	66362
2	66570
2	66711
2	66923
2	67038
2	67184
2	67454
2	67637
2	67835
2	67975
2	68172
2	68343
2	68501
2	68673
2	68853
2	68979
2	69164
2	69324
2	69500
2	69770
2	69930
2	70103
2	70271
2	70452
2	70626
2	70781
2	70949
2	71119
2	71342
2	71583
2	71772
2	71929
2	72105
2	72289
2	72416
2	72579
2	72742
2	72930
2	73087
2	73238
2	73381
2	73582
2	73732
2	73882
2	74002
2	74187
2	74340
2	74521
2	74689
2	74915
2	75056
2	75236
2	75402
2	75599
2	75759
2	75886
2	76044
2	76203
2	76371
2	76527
2	76675
2	76820
2	76982
2	77134
2	77274
2	77439
2	77645
2	77765
2	77922
2	78056
2	78252
2	78372
2	78487
2	78605
2	78715
2	78846
2	79017
2	79200
2	79348
2	79512
2	79654
2	79832
2	80065
2	80215
2	80373
2	80560
2	80720
2	81002
2	81151
2	81354
2	81521
2	81729
2	81851
2	82010
2	82157
2	82300
2	82546
2	82712
2	82927
2	83118
2	83300
2	83448
2	83555
2	83785
2	83908
2	84061
2	84247
2	84426
2	84581
2	84736
2	84859
2	84968
2	85180
2	85338
2	85635
2	85746
2	85910
2	86150
2	86315
2	86467
2	86608
2	86783
2	86944
2	87113
2	87257
2	87369
2	87607
2	87766
2	88305
2	88417
2	88533
2	88729
2	88842
2	88974
2	89131
2	89250
2	89411
2	89814
2	89969
2	90138
2	90269
2	90427
2	90718
2	90859
2	91036
2	91220
2	91387
2	91513
2	91672
2	91833
2	91953
2	92164
2	92300
2	92438
2	92598
2	92738
2	92869
2	93023
2	93176
2	93344
2	93631
2	93833
2	93983
2	94143
2	94282
2	94444
2	94555
2	94685
2	94941
2	95099
2	95279
2	95431
2	95615
2	95773
2	95934
2	96090
2	96241
2	96414
2	96570
2	96729
2	96868
2	97025
2	97174
2	97368
2	97497
2	97655
2	97862
2	97996
2	98113
2	98231
2	98369
2	98520
2	98698
2	98815
2	98939
2	99067
2	99275
2	99434
2	99644
2	99774
2	99941
2	100101
2	100401
2	100561
2	100682
2	100832
2	100986
2	101182
2	101386
2	101533
2	101671
2	101901
2	102100
2	102257
2	102420
2	102594
2	102755
2	102883
2	103084
2	103258
2	103415
2	103547
2	103730
2	103896
2	104079
2	104263
2	104436
2	104579
2	104756
2	104968
2	105106
2	105331
2	105489
2	105681
2	105861
2	106019
2	106160
2	106269
2	106450
2	106604
2	106761
2	106942
2	107145
2	107293
2	107467
2	107718
2	107931
2	108110
2	108268
2	108467
2	108604
2	108754
2	108956
2	109138
2	109320
2	109466
2	109681
2	109834
2	110016
2	110183
2	110335
2	110518
2	110738
2	110875
2	111032
2	111172
2	111446
2	111620
2	111780
2	111911
2	112098
2	112239
2	112351
2	112581
2	112772
2	112917
2	113082
2	113248
2	113417
2	113704
2	113857
2	114062
2	114226
2	114376
2	114487
2	114661
2	114840
2	115033
2	115186
2	115370
2	115526
2	115688
2	115858
2	116041
2	116188
2	116349
2	116485
2	116666
2	116845
2	116989
2	117144
2	117263
2	117446
2	117633
2	117819
2	117966
2	118152
2	118319
2	118470
2	118652
2	118803
2	118992
2	119138
2	119321
2	119478
2	119670
2	119843
2	119967
2	120116
2	120273
2	120434
2	120586
2	120754
2	120916
2	121078
2	121248
2	121378
2	121572
2	121746
2	121932
2	122071
2	122240
2	122350
2	122510
2	122683
2	122939
2	123060
2	123189
2	123308
2	123456
2	123705
2	123826
2	123995
2	124145
2	124313
2	124437
2	124625
2	124784
2	125092
2	125254
2	125398
2	125560
2	125718
2	125864
2	125996
2	126154
2	126291
2	126468
2	126692
2	126864
2	127058
2	127201
2	127353
2	127517
2	127637
2	127806
2	127948
2	128085
2	128225
2	128414
2	128535
2	128712
2	128864
2	128996
2	129118
2	129242
2	129386
2	129493
2	129718
2	129876
2	130004
2	130185
2	130346
2	130504
2	130688
2	130984
2	131148
2	131285
2	131458
2	131603
2	131957
2	132141
2	132461
2	132629
2	132799
2	132970
2	133148
2	133320
2	133435
2	133590
2	133767
2	133875
2	133989
2	134434
2	134604
2	134714
2	134857
2	135003
2	135128
2	135323
2	135510
2	135663
2	135906
2	136071
2	136543
2	136703
2	136945
2	137086
2	137245
2	137406
2	137565
2	137759
2	137907
2	138075
2	138195
2	138353
2	138489
2	138673
2	138821
2	139006
2	139188
2	139418
2	139636
2	139796
2	140017
2	140161
2	140345
2	140621
2	140946
2	141141
2	141255
2	141420
2	141608
2	141749
2	141907
2	142016
2	142165
2	142357
2	142532
2	142701
2	142863
2	143143
2	143306
2	143454
2	143648
2	143882
2	144049
2	144222
2	144360
2	144480
2	144648
2	144808
2	144949
2	145123
2	145279
2	145420
2	145611
2	145778
2	146002
2	146154
2	146312
2	146456
2	146629
2	146771
2	146913
2	147177
2	147340
2	147458
2	147572
2	147697
2	147826
2	147946
2	148138
2	148258
2	148367
2	148553
2	148716
2	148901
2	149050
2	149248
2	149399
2	149566
2	149716
2	149887
2	150046
2	150208
2	150351
2	150530
2	150705
2	150870
2	151050
2	151187
2	151366
2	151481
2	151634
2	151814
2	151960
2	152162
2	152323
2	152552
2	152810
2	152969
2	153152
2	153354
2	153505
2	153682
2	153967
2	154166
2	154327
2	154485
2	154662
2	154823
2	154972
2	155146
2	155333
2	155471
2	155638
2	155808
2	156028
2	156207
2	156317
2	156443
2	156623
2	156776
2	156918
2	157091
2	157235
2	157431
2	157574
2	157766
2	157902
2	158069
2	158252
2	158407
2	158721
2	159041
2	159195
2	159343
2	159506
2	159666
2	159954
2	160166
2	160348
2	160515
2	160653
2	160832
2	160940
2	161157
2	161295
2	161457
2	161716
2	161881
2	162040
2	162199
2	162403
2	162545
2	162664
2	162776
2	162954
2	163102
2	163269
2	163397
2	163557
2	163756
2	163914
2	164090
2	164402
2	164509
2	164702
2	164889
2	165715
2	165866
2	165983
2	166163
2	166275
2	166547
2	166726
2	166913
2	167068
2	167182
2	167353
2	167510
2	167647
2	167844
2	168070
2	168416
2	168570
2	168729
2	168917
2	169079
2	169231
2	169403
2	169567
2	169722
2	169887
2	170117
2	170629
2	170773
2	170927
2	171059
2	171225
2	171474
2	171639
2	171778
2	171968
2	172078
2	172237
2	172537
2	172708
2	172860
2	173029
2	173215
2	173376
2	173546
2	173718
2	173858
2	174063
2	174208
2	174402
2	174581
2	174853
2	175040
2	175188
2	175330
2	175487
2	175683
2	175852
2	176114
2	176369
2	176562
2	176780
2	176922
2	177051
2	177227
2	177398
2	177555
2	177838
2	177994
2	178146
2	178410
2	178584
2	178726
2	178865
2	178996
2	179113
2	179254
2	179422
2	179533
2	179694
2	179905
2	180027
2	180211
2	180363
2	180545
2	180715
2	180887
2	181045
2	181201
2	181363
2	181488
2	181630
2	181771
2	181924
2	182085
2	182358
2	182519
2	182703
2	182845
2	183011
2	183173
2	183362
2	183508
2	183666
2	183815
2	184008
2	184179
2	184374
2	184549
2	184713
2	184887
2	185038
2	185269
2	185420
2	185600
2	185761
2	185873
2	185986
2	186134
2	186303
2	186468
2	186784
2	186929
2	187072
2	187285
2	187459
2	187622
2	187796
2	187947
2	188113
2	188257
2	188408
2	188632
2	188877
2	189136
2	189298
2	189482
2	189640
2	189802
2	189951
2	190069
2	190247
2	190447
2	190598
2	190871
2	191056
2	191246
2	191419
2	191545
2	191727
2	191977
2	192149
2	192382
2	192566
2	192727
2	192872
2	193034
2	193200
2	193350
2	193510
2	193648
2	193757
2	193960
2	194181
2	194292
2	194645
2	194807
2	194966
2	195109
2	195257
2	195406
2	195527
2	195688
2	195931
2	196090
2	196336
2	196493
2	196671
2	196865
2	197019
2	197182
2	197349
2	197854
2	198013
2	198170
2	198292
2	198538
2	198708
2	198877
2	199084
2	199204
2	199314
2	199425
2	199545
2	199715
2	199835
2	200024
2	200207
2	200376
2	200494
2	200602
2	200757
2	200898
2	201083
2	201269
2	201401
2	201572
2	201735
2	201888
2	202083
2	202255
2	202616
2	202770
2	202880
2	203065
2	203511
2	203671
2	203830
2	204042
2	204203
2	204385
2	204578
2	204747
2	204882
2	204992
2	205135
2	205302
2	205481
2	205691
2	205835
2	205995
2	206277
2	206428
2	206587
2	206737
2	206929
2	207218
2	207360
2	207537
2	207713
2	207877
2	208061
2	208197
2	208359
2	208553
2	208703
2	208873
2	209033
2	209231
2	209404
2	209611
2	209787
2	209956
2	210132
2	210322
2	210480
2	210626
2	210799
2	210961
2	211170
2	211332
2	211460
2	211644
2	211800
2	211949
2	212184
2	212349
2	212464
2	212641
2	212795
2	212975
2	213244
2	213389
2	213623
2	213765
2	213877
2	214000
2	214162
2	214324
2	214485
2	214654
2	214825
2	214994
2	215210
2	215395
2	215533
2	215704
2	215869
2	216052
2	216205
2	216403
2	216658
2	216822
2	216961
2	217112
2	217394
2	217571
2	217740
2	217879
2	218125
2	218313
2	218445
2	218687
2	218853
2	219011
2	219131
2	219240
2	219382
2	219599
2	219749
2	219892
2	220051
2	220169
2	220368
2	220511
2	220665
2	220818
2	220931
2	221107
2	221228
2	221372
2	221494
2	221646
2	221809
2	222227
2	222397
2	222532
2	222694
2	222879
2	223063
2	223244
2	223388
2	223551
2	223702
2	223819
2	223998
2	224174
2	224352
2	224511
2	224659
2	224773
2	224936
2	225192
2	225353
2	225512
2	225685
2	225839
2	226052
2	226265
2	226425
2	226612
2	226785
2	227025
2	227175
2	227420
2	227556
2	227748
2	227919
2	228076
2	228246
2	228396
2	228578
2	228711
2	228851
2	229018
2	229216
2	229357
2	229491
2	229667
2	229842
2	230001
2	230127
2	230293
2	230440
2	230595
2	230752
2	230904
2	231052
2	231181
2	231306
2	231415
2	231583
2	231757
2	231883
2	232009
2	232126
2	232267
2	232485
2	232684
2	232878
2	233110
2	233262
2	233378
2	233551
2	233729
2	233895
2	234002
2	234135
2	234275
2	234513
2	234694
2	234814
2	234987
2	235265
2	235434
2	235592
2	235760
2	235945
2	236348
2	236459
2	236696
2	236855
2	236998
2	237111
2	237259
2	237471
2	237646
2	237937
2	238081
2	238239
2	238523
2	238676
2	238788
2	238931
2	239045
2	239232
2	239388
2	239501
2	239747
2	239969
2	240079
2	240236
2	240388
2	240593
2	240752
2	240917
2	241069
2	241229
2	241390
2	241664
2	241895
2	242006
2	242183
2	242363
2	242533
2	242707
2	242842
2	243028
2	243196
2	243339
2	243498
2	243682
2	243902
2	244157
2	244299
2	244533
2	244654
2	244813
2	245001
2	245151
2	245342
2	245481
2	245646
2	245883
2	246308
2	246545
2	246684
2	246902
2	247091
2	247271
2	247445
2	247576
2	247765
2	247918
2	248032
2	248178
2	248410
2	248558
2	248690
2	248798
2	248950
2	249110
2	249237
2	249392
2	249500
2	249683
2	249833
2	249956
2	250125
2	250281
2	250433
2	250593
2	250766
2	250937
2	251206
2	251545
2	251817
2	251974
2	252124
2	252341
2	252489
2	252633
2	252792
2	252997
2	253126
2	253250
2	253424
2	253590
2	253722
2	253883
2	254044
2	254224
2	254357
2	254569
2	254717
2	254920
2	255051
2	255232
2	255361
2	255476
2	255618
2	255729
2	256506
2	256634
2	256833
2	257038
2	257212
2	257339
2	257495
2	257660
2	257825
2	257967
2	258286
2	258448
2	258617
2	258817
2	258992
2	259161
2	259379
2	259564
2	259744
2	259887
2	260007
2	260180
2	260333
2	260551
2	260761
2	260893
