Chr	Start	End	FOccupancy	ROccupancy
1	34012	34159	6.33333	8.66667
1	34171	34301	4	6.66667
1	34301	34448	11.6667	0
1	34410	34568	4.66667	2.33333
1	34621	34768	4.33333	0
1	34771	34918	0	3
1	34904	35030	1.5	1.5
1	35161	35284	2	3.66667
1	35306	35453	0	15.6667
1	35513	35656	5.66667	4.33333
1	35722	35845	5	4.33333
1	35908	36044	4.66667	2.66667
1	36092	36239	8.66667	0
1	36235	36382	0	7
1	36521	36668	6.33333	0
1	36650	36797	0	1.66667
1	36779	36926	0	5.66667
1	36973	37112	3.33333	2.33333
1	37376	37498	5.33333	4.66667
1	37552	37699	0	7.33333
1	37656	37815	4.66667	8
1	37862	37993	3.33333	6.66667
1	38129	38273	3.66667	5.33333
1	38239	38396	10	2.66667
1	38360	38507	0	4.33333
1	38569	38716	8.33333	0
1	38740	38887	14.6667	0
1	38897	39044	11.6667	0
1	39170	39293	3.66667	7.33333
1	39323	39470	0	8.33333
1	39471	39618	0	5.33333
1	39695	39822	9	5
1	39874	40021	2	0
1	40036	40163	1.33333	3.66667
1	40218	40353	2.66667	3
1	40432	40558	1.66667	2.33333
1	40619	40770	7.33333	4.66667
1	40784	40928	4.33333	2
1	41029	41176	0	17
1	41135	41282	4	0
1	41243	41379	3	4.66667
1	41482	41615	4	5.66667
1	41688	41835	3.33333	0
1	41880	42007	2	2.33333
1	42175	42322	5.66667	0
1	42319	42447	8.66667	8
1	42463	42610	0	12
1	42614	42761	3.33333	0
1	42825	42972	0	4.66667
1	43015	43163	3.33333	6.66667
1	43191	43338	10	0
1	43355	43502	0	13.3333
1	43499	43638	8.66667	3
1	43698	43848	2	4.33333
1	43894	44041	9.66667	0
1	43999	44146	8.33333	0
1	44157	44304	0	7.33333
1	44320	44467	0	14.3333
1	44480	44617	4	5
1	44641	44790	6	2.33333
1	44776	44923	0	11.3333
1	44905	45052	3	0
1	45023	45156	2	1.33333
1	45325	45472	2	0
1	45717	45846	1.5	1.66667
1	45910	46057	12.3333	0
1	46054	46193	3.66667	9
1	46212	46355	8	14.6667
1	46416	46565	13.3333	3
1	46593	46740	6.66667	0
1	46714	46861	4.66667	0
1	47052	47172	2.33333	3
1	47177	47324	0	3
1	47355	47502	0	3.33333
1	47499	47646	0	5
1	47607	47738	2.33333	2.66667
1	47859	48006	10	0
1	48011	48139	7.66667	5.33333
1	48124	48266	1	1.33333
1	48513	48660	9	0
1	48679	48808	5.66667	3.33333
1	48847	49000	2.66667	2.33333
1	49009	49131	6.33333	3.66667
1	49208	49355	9	0
1	49311	49458	0	2
1	49467	49614	0	5.33333
1	49621	49768	0	3.33333
1	49769	49916	0	3.33333
1	50000	50147	4.66667	0
1	50160	50307	3.33333	0
1	50294	50454	1	3.33333
1	50458	50604	2.66667	1.33333
1	50568	50715	0	2.33333
1	50752	50899	0	4.33333
1	50956	51103	3.66667	0
1	51114	51261	8	0
1	51229	51364	2.33333	1.66667
1	51344	51476	2	4.33333
1	51492	51626	3.66667	3.33333
1	51719	51851	1.5	1
1	51891	52038	9	0
1	52043	52190	10	0
1	52185	52309	6	6.66667
1	52367	52514	5.66667	0
1	52527	52674	6.33333	0
1	52778	52925	0	7.66667
1	52993	53140	11.6667	0
1	53107	53254	0	3.66667
1	53271	53418	0	6.33333
1	53445	53592	0	6
1	53603	53750	10	0
1	53832	53957	3.66667	3.66667
1	53998	54121	3.33333	3
1	54181	54337	4.33333	1
1	54342	54489	7.33333	0
1	54503	54656	5.66667	3.33333
1	54668	54815	8.33333	0
1	54874	55025	1.66667	1
1	55027	55174	0	9
1	55201	55321	1	1.66667
1	55389	55536	2.33333	0
1	55565	55712	2.66667	0
1	55695	55842	0	4
1	55894	56036	2	2.66667
1	56034	56181	0	5
1	56194	56341	0	5.33333
1	56406	56553	3.66667	0
1	56546	56693	0	5
1	56701	56848	0	14.6667
1	56927	57074	0	6.66667
1	57115	57262	7.33333	0
1	57258	57405	9	0
1	57491	57638	11.6667	0
1	57620	57767	0	12.6667
1	57764	57911	2	0
1	57911	58031	1	4.66667
1	58000	58124	17	13
1	58144	58291	0	11.6667
1	58377	58524	20.6667	0
1	58624	58771	11.3333	0
1	58793	58939	7.66667	3.33333
1	58936	59089	1	5.66667
1	59067	59208	3.66667	7.66667
1	59304	59428	5.33333	5.33333
1	59486	59633	0	12.3333
1	59641	59788	9.66667	0
1	59787	59934	0	6
1	59990	60137	9	0
1	60144	60291	4.33333	0
1	60308	60455	13	0
1	60436	60583	0	15
1	60581	60728	0	18
1	60806	60953	13.3333	0
1	60956	61103	8.66667	0
1	61078	61208	1	1
1	61214	61366	5.66667	9
1	61393	61540	0	14.6667
1	61543	61690	0	14
1	61747	61894	12.6667	0
1	61875	62022	0	3
1	61992	62139	0	3
1	62123	62257	4.66667	1.5
1	62274	62421	0	10.3333
1	62414	62561	0	15
1	62578	62719	1	1
1	62703	62850	0	11.3333
1	62868	63015	0	8.33333
1	63044	63183	2.33333	11
1	63202	63349	0	8.66667
1	63367	63514	0	2.66667
1	63585	63732	4.66667	0
1	63723	63880	2.66667	1.5
1	63846	63993	0	5.33333
1	64066	64224	2	1
1	64212	64359	2	0
1	64336	64483	0	4.66667
1	64447	64594	3.33333	0
1	64552	64699	5.66667	0
1	64683	64807	1.66667	1.33333
1	64848	64968	6.33333	5.33333
1	64951	65098	3.66667	0
1	65170	65290	2.33333	3.66667
1	65263	65410	5	0
1	65466	65613	2.33333	0
1	65753	65900	5	0
1	65955	66102	4.66667	0
1	66128	66283	5.66667	3.66667
1	66561	66708	0	2.66667
1	66696	66843	3.33333	0
1	66801	66959	10.6667	2.33333
1	67021	67143	4.33333	2.33333
1	67111	67256	6	1.66667
1	67240	67387	6.33333	0
1	67395	67526	16	8
1	67592	67739	7.66667	0
1	67757	67915	4.66667	1
1	67930	68077	0	2.33333
1	68179	68326	7.33333	3
1	68397	68518	3	2
1	68630	68752	1.5	6.33333
1	68806	68960	9.33333	1.66667
1	68948	69095	0	8.33333
1	69143	69282	12.6667	6.33333
1	69303	69423	6.66667	10.6667
1	69414	69568	2.5	7
1	69864	70023	4	5
1	70070	70221	2	1.66667
1	70206	70353	7.66667	0
1	70424	70571	0	1.66667
1	70651	70798	3.33333	0
1	71170	71323	1	9
1	71321	71468	0	6.33333
1	71521	71655	1	1.66667
1	71767	71914	6.33333	0
1	71939	72097	8.33333	2.5
1	72076	72197	8.33333	11
1	72242	72389	0	8
1	72428	72575	6.66667	0
1	72536	72683	2	0
1	72667	72814	0	10.3333
1	72815	72942	14.6667	16.3333
1	72983	73130	0	5.33333
1	73112	73240	4	2.33333
1	73456	73603	6	0
1	73636	73783	2.66667	0
1	73764	73911	0	8.5
1	73980	74136	14	1.66667
1	74106	74253	0	9
1	74220	74367	1.66667	0
1	74344	74503	5	2.33333
1	74496	74633	1.5	4.33333
1	74688	74835	12	0
1	74862	75015	1.5	2
1	75078	75225	4	0
1	75183	75330	0	10
1	75383	75530	0	10.6667
1	75595	75742	4	0
1	75718	75865	0	12.3333
1	75923	76070	20.3333	0
1	76055	76202	0	17.3333
1	76375	76522	12	0
1	76537	76684	18.3333	0
1	76715	76862	8.33333	0
1	76875	77022	4.33333	0
1	77036	77156	2.66667	2.33333
1	77200	77334	7.33333	2
1	77332	77479	0	3.66667
1	77498	77645	0	6
1	77629	77776	0	6
1	77857	77980	6	8
1	77992	78139	1.5	1.66667
1	78201	78348	6	0
1	78351	78481	5	6
1	78480	78604	5	2.33333
1	78579	78726	9.33333	0
1	78774	78929	6	2
1	78968	79092	4.33333	4
1	79101	79222	8.66667	6.66667
1	79223	79358	8	4
1	79319	79466	4	0
1	79423	79570	2	0
1	79668	79815	12.3333	0
1	79861	79991	2	1
1	79984	80131	10	0
1	80158	80305	3.66667	0
1	80283	80430	3	0
1	80471	80618	5.33333	0
1	80660	80807	0	5.33333
1	80855	81002	0	6
1	81093	81240	17	0
1	81363	81488	1.5	1.66667
1	81493	81640	0	15
1	81707	81857	2.33333	2.66667
1	81856	82003	0	3
1	81985	82132	1.66667	0
1	82126	82273	0	7.33333
1	82244	82386	2	7
1	82470	82617	3	0
1	82656	82803	0	12.3333
1	82806	82953	0	8
1	83000	83131	9	3.66667
1	83361	83491	6.33333	6
1	83521	83641	9.66667	10.6667
1	83668	83815	0	5.33333
1	83832	83980	2.5	10
1	83980	84127	0	15.6667
1	84184	84309	6	8.33333
1	84345	84492	0	9.66667
1	84643	84801	1.66667	1
1	84788	84913	10.6667	4.66667
1	84927	85074	0	8.33333
1	85152	85299	8	0
1	85336	85491	3.33333	1.5
1	85486	85633	0	11.3333
1	85615	85754	1.66667	2
1	85848	85985	3	1
1	85988	86135	7.66667	0
1	86146	86293	3	0
1	86304	86451	9	0
1	86450	86597	3	0
1	86572	86719	0	8.66667
1	86788	86914	1.66667	1.66667
1	86925	87072	0	9.66667
1	87249	87396	13.3333	0
1	87356	87501	1	3.33333
1	87572	87719	7.66667	0
1	87724	87871	2	1
1	87854	88001	0	7.33333
1	88054	88201	5	2
1	88233	88380	4.66667	0
1	88392	88513	2.33333	2.66667
1	88612	88732	1.66667	3.33333
1	88704	88850	4.33333	5
1	88864	89011	0	2.66667
1	89001	89127	2.33333	2.33333
1	89189	89336	0	1.66667
1	89315	89465	2	2
1	89485	89632	4.33333	0
1	89622	89775	3.33333	3
1	89791	89944	5.33333	2
1	89920	90067	0	3
1	90085	90232	0	4.33333
1	90258	90405	0	4.66667
1	90446	90605	2.66667	1.66667
1	90588	90715	2	3.33333
1	90689	90836	0	3
1	90885	91020	2.33333	2.66667
1	91034	91190	1	2.66667
1	91251	91398	7.66667	0
1	91396	91518	5.33333	5.33333
1	91574	91721	4.66667	0
1	91686	91832	8.66667	14.6667
1	91854	91998	4.66667	3
1	91998	92145	0	4.66667
1	92106	92253	0	4.33333
1	92217	92364	2	0
1	92377	92524	2	0
1	92518	92655	1	1
1	92850	92997	7.66667	0
1	93015	93162	16.3333	0
1	93187	93332	17.3333	2.66667
1	93350	93497	10.6667	0
1	93491	93638	0	8
1	93636	93783	0	5.66667
1	93741	93894	2.33333	10
1	93943	94090	4	0
1	94100	94253	3.66667	1
1	94249	94396	2.33333	0
1	94370	94517	2	0
1	94494	94620	1	1
1	94594	94741	9	0
1	94722	94872	1	1.33333
1	94898	95045	0	11
1	95093	95217	5.33333	3.33333
1	95300	95447	3.33333	0
1	95436	95583	2.33333	0
1	95626	95780	1.33333	3
1	95772	95919	0	6.33333
1	95975	96122	2.33333	0
1	96165	96312	0	8
1	96428	96552	4.66667	1.33333
1	96548	96695	2.66667	0
1	96745	96865	11.3333	9.33333
1	96865	97012	0	4.33333
1	97039	97191	1.66667	2.66667
1	97188	97335	0	3.33333
1	97353	97500	0	4.33333
1	97531	97678	2.33333	0
1	97711	97858	5	0
1	97835	97982	0	2.33333
1	98041	98188	3.66667	0
1	98217	98364	3.66667	0
1	98328	98475	0	2
1	98515	98646	2	2.66667
1	98675	98822	4.66667	0
1	98842	98964	3	3
1	99124	99265	3.66667	1.33333
1	99286	99433	0	9.33333
1	99469	99616	0	12
1	99632	99779	0	7.66667
1	99825	99965	1	1
1	100117	100264	5	0
1	100233	100380	10.6667	0
1	100413	100560	9.33333	0
1	100580	100727	6.66667	0
1	100692	100845	1	13.3333
1	100869	101016	0	19
1	101074	101221	8	0
1	101496	101643	0	15.3333
1	101722	101881	3.33333	1.5
1	101871	101992	11.6667	5
1	102046	102193	7.66667	0
1	102175	102322	0	2.5
1	102311	102445	2.33333	4.33333
1	102453	102578	1	1.33333
1	102560	102682	3.33333	5
1	102650	102786	2.33333	1.66667
1	102769	102889	4	4.66667
1	102935	103062	1.66667	2.33333
1	103095	103242	0	2.66667
1	103222	103356	2.33333	3.33333
1	103445	103592	7.33333	0
1	103618	103776	1.66667	1.66667
1	103859	103981	4.66667	2.66667
1	104044	104191	0	3.33333
1	104186	104315	5.66667	7.33333
1	104344	104491	0	3.33333
1	104505	104652	0	5.66667
1	104681	104828	0	10.6667
1	104827	104984	1.33333	4.33333
1	105035	105182	3.33333	0
1	105215	105362	5	0
1	105321	105468	0	4.33333
1	105487	105634	0	13.3333
1	105701	105848	14.6667	0
1	105855	106002	11.6667	0
1	106114	106261	2.66667	0
1	106250	106397	0	11.3333
1	106461	106608	13.3333	0
1	106576	106723	0	9.66667
1	106723	106870	0	5.66667
1	106890	107037	0	2
1	107036	107183	0	9.33333
1	107235	107389	9.66667	2.33333
1	107424	107571	5.66667	2.33333
1	107544	107669	5.66667	6.33333
1	107724	107871	4.33333	0
1	107884	108031	5.66667	0
1	108042	108164	8.33333	11
1	108173	108320	0	14.3333
1	108334	108468	1.66667	5.66667
1	108529	108676	13.6667	0
1	108822	108969	0	7.33333
1	109034	109181	12.6667	0
1	109199	109346	13	0
1	109323	109470	8	8.33333
1	109523	109670	10.6667	0
1	109701	109861	10.6667	7.33333
1	109831	109971	3	1
1	109997	110144	7.33333	0
1	110128	110275	0	3
1	110300	110447	7	10.3333
1	110715	110862	0	7
1	110916	111039	12	5.33333
1	111061	111195	3	3
1	111181	111328	0	6.33333
1	111342	111489	0	9
1	111495	111642	0	5.33333
1	111631	111778	0	10.6667
1	111842	111989	13.6667	0
1	111948	112096	1	1.66667
1	112159	112306	9.66667	0
1	112282	112429	0	14.3333
1	112438	112585	0	14.6667
1	112635	112782	16.3333	0
1	112753	112900	0	8.33333
1	112948	113093	11.6667	2.66667
1	113077	113224	0	17.6667
1	113247	113394	0	15
1	113382	113529	2.33333	0
1	113541	113688	0	15
1	113709	113856	10.3333	0
1	113842	113982	4.33333	13.6667
1	114037	114184	16	0
1	114169	114316	9.66667	0
1	114289	114436	0	14.3333
1	114513	114660	16.6667	0
1	114700	114847	0	15.3333
1	114952	115099	11	0
1	115063	115210	0	9.66667
1	115257	115404	0	15.3333
1	115467	115614	12.6667	0
1	115610	115757	10.6667	0
1	115788	115935	5	0
1	115911	116058	0	10.3333
1	116099	116246	8.33333	0
1	116271	116418	10.3333	0
1	116402	116549	0	12
1	116570	116722	1.5	8.66667
1	116772	116919	5.33333	0
1	116892	117039	5	0
1	117078	117208	3	3
1	117194	117341	0	4.66667
1	117318	117457	1	1
1	117526	117673	3.5	0
1	117704	117851	0	4.33333
1	117863	117997	1	1.5
1	118020	118167	6.33333	0
1	118129	118274	1	1.33333
1	118272	118406	1	1
1	118382	118506	1	1
1	118536	118691	2.33333	1
1	118694	118850	6.66667	1.33333
1	118878	119025	3.66667	0
1	119043	119201	6.33333	1.33333
1	119196	119343	9.66667	0
1	119342	119489	0	14
1	119809	119956	0	6.33333
1	119970	120117	0	5.33333
1	120091	120215	2	1
1	120207	120354	3.66667	0
1	120378	120525	3	0
1	120487	120627	2.33333	4.66667
1	120637	120784	4.66667	0
1	120782	120929	0	2.33333
1	120980	121127	5.33333	0
1	121167	121314	2.66667	0
1	121398	121545	0	3
1	121543	121688	2.5	3
1	121696	121853	2	4.33333
1	121879	122026	0	4.33333
1	122112	122259	5	0
1	122254	122401	2.66667	0
1	122460	122607	3	0
1	122626	122747	1.66667	1
1	122834	122975	1.66667	2
1	123073	123220	4.66667	0
1	123262	123387	2.33333	2.33333
1	123355	123511	3.33333	8.33333
1	123527	123674	0	2.33333
1	123720	123867	2	0
1	123834	123981	4.33333	0
1	123994	124141	3.33333	0
1	124162	124309	4.66667	0
1	124330	124470	1.33333	1
1	124474	124621	0	2.33333
1	124797	124951	8	2
1	125046	125193	0	10.6667
1	125264	125411	3.66667	0
1	125403	125542	2	2.66667
1	125560	125682	1	1.33333
1	125683	125830	0	5.33333
1	125878	126025	3.33333	0
1	126071	126218	0	4.66667
1	126186	126330	2.66667	2.33333
1	126402	126549	0	5.33333
1	126608	126755	5.33333	0
1	126937	127062	3	3.66667
1	127044	127203	1	3.66667
1	127288	127425	9.66667	3.66667
1	127456	127591	3	3.33333
1	127591	127738	0	10.3333
1	127825	127972	16	0
1	127956	128103	1.66667	0
1	128158	128305	1	2.5
1	128276	128434	3.33333	3.33333
1	128426	128573	0	4.66667
1	128552	128710	7	13
1	128730	128877	0	10
1	128928	129075	16	0
1	129178	129325	0	16.3333
1	129406	129553	15.6667	0
1	129570	129717	9.33333	0
1	129739	129886	11.6667	0
1	129898	130045	14.6667	0
1	130060	130207	10	0
1	130183	130330	0	10
1	130388	130535	15.6667	0
1	130685	130832	7	0
1	130846	130968	10.6667	10.3333
1	131020	131167	16.3333	0
1	131175	131322	0	14.3333
1	131376	131500	8.33333	9.33333
1	131531	131678	0	15
1	131749	131896	10.3333	0
1	131853	132000	0	8
1	132048	132195	0	2.33333
1	132163	132310	11	0
1	132318	132465	13.3333	0
1	132495	132642	8	0
1	132665	132812	9.33333	0
1	132821	132968	3.66667	0
1	132987	133116	7.33333	2.5
1	133172	133319	8.66667	0
1	133315	133462	5.33333	0
1	133428	133575	0	2.33333
1	133615	133736	1.33333	2.66667
1	133722	133847	2.66667	3.66667
1	133917	134069	1	6
1	134237	134389	1	2.66667
1	134501	134650	2	1.66667
1	134782	134929	7	0
1	134946	135093	4.66667	0
1	135091	135238	4	0
1	135216	135363	0	12.3333
1	135378	135525	0	7.66667
1	135535	135682	0	12.6667
1	135823	135970	15	0
1	135969	136089	8.66667	7
1	136065	136212	3.33333	0
1	136293	136440	4.33333	0
1	136460	136589	9.33333	10
1	136633	136773	2.66667	2
1	136841	136961	4.33333	6.66667
1	136986	137133	0	10
1	137159	137306	4.33333	0
1	137475	137606	1.66667	2
1	137695	137842	3.33333	0
1	137798	137947	2.33333	4.66667
1	138114	138261	0	14
1	138262	138409	0	4.33333
1	138557	138704	2	0
1	138773	138920	3	0
1	138897	139024	2.33333	1.66667
1	138997	139138	2	1
1	139376	139516	1	1
1	139518	139665	12.6667	0
1	139645	139792	5.33333	0
1	141167	141302	4.33333	2.66667
1	141275	141422	6.66667	0
1	141501	141659	1	2
1	141693	141840	0	6
1	141824	141977	2.33333	1
1	141976	142121	1.33333	3
1	142176	142323	6	0
1	142343	142487	1.33333	2
1	142557	142687	2	3
1	142726	142873	8	0
1	142852	142999	0	8.33333
1	142971	143118	0	4
1	143255	143402	2	0
1	143369	143516	1.5	1
1	143601	143725	3.33333	4
1	143729	143876	0	4.33333
1	143895	144054	2.66667	2.33333
1	144079	144223	5.33333	5
1	144221	144370	8.66667	5.33333
1	144362	144509	0	1.66667
1	144544	144691	2.5	0
1	144715	144862	0	4.66667
1	145013	145160	7.66667	0
1	145278	145428	3.33333	1.33333
1	145449	145596	0	2.33333
1	145593	145740	2.66667	0
1	145711	145867	1.66667	1.33333
1	145890	146037	4	5
1	146013	146160	2	0
1	146288	146442	4.33333	2
1	146438	146566	2.33333	2.66667
1	146586	146733	0	3
1	146784	146904	1.33333	2
1	146977	147129	2	1.33333
1	147118	147250	1.5	2
1	147222	147347	1.66667	1.66667
1	147372	147519	2.66667	0
1	147631	147778	3.33333	0
1	147742	147889	0	4
1	147897	148044	0	1.66667
1	148056	148201	2	1.66667
1	148196	148343	1.66667	0
1	148309	148454	3	1.66667
1	148459	148617	2	1
1	148586	148728	1.66667	2
1	148825	148972	4	0
1	149084	149231	0	5.66667
1	149206	149353	0	3
1	149391	149538	0	7.66667
1	149669	149816	4	0
1	149941	150088	3.33333	0
1	150050	150208	1	3
1	150261	150408	5	0
1	150394	150533	1.33333	1
1	150515	150662	0	13
1	150723	150870	8.66667	0
1	150846	150993	0	4.33333
1	151025	151172	0	11
1	151271	151403	1	1
1	151553	151700	0	3.33333
1	151737	151888	1.5	3
1	152205	152352	10	0
1	152373	152533	4.66667	1.33333
1	152533	152680	4	0
1	152660	152807	0	4.33333
1	152851	152983	4	3.66667
1	152956	153076	1.66667	1.5
1	153062	153194	5	2.66667
1	153296	153450	2.33333	5
1	153501	153648	4.66667	0
1	153636	153783	0	3.33333
1	153748	153895	1.66667	0
1	153957	154104	1.66667	0
1	154130	154251	4	3.33333
1	154303	154450	5.33333	0
1	154429	154576	0	4
1	154659	154806	4.33333	0
1	154932	155079	6	0
1	155047	155194	0	14.6667
1	155197	155357	1.5	8.66667
1	155360	155507	0	6.33333
1	155530	155677	0	3
1	155705	155852	0	8.66667
1	155894	156016	9.33333	4.33333
1	156079	156226	7.66667	0
1	156190	156337	0	3.66667
1	156411	156558	14.3333	0
1	156558	156705	3.66667	0
1	156703	156850	0	7.33333
1	156909	157047	6	7
1	157069	157198	5.33333	5
1	157248	157395	4.66667	0
1	157420	157567	7.33333	0
1	157568	157715	5.66667	0
1	157705	157852	0	5
1	157862	158009	0	5.66667
1	158062	158209	5.66667	0
1	158227	158374	6	0
1	158399	158546	8	0
1	158565	158712	4.66667	0
1	158748	158882	1	1
1	158845	158999	7.66667	1.66667
1	159007	159154	8.66667	0
1	159123	159270	0	3
1	159278	159425	0	2.33333
1	159402	159549	0	5.66667
1	159541	159699	4	4
1	159746	159893	0	2.33333
1	159966	160102	1.33333	4
1	160125	160272	2.66667	0
1	166170	166317	0	1.66667
1	166378	166525	10	0
1	166545	166690	2	1
1	166699	166819	5.66667	6.33333
1	166897	167026	2.66667	2.33333
1	167075	167222	0	6
1	167210	167357	0	4.66667
1	167373	167520	0	7
1	167578	167725	8	0
1	167688	167835	0	7.66667
1	167854	168001	0	4.66667
1	168031	168182	3.66667	3
1	168176	168323	0	9.66667
1	168362	168509	0	14.3333
1	168563	168698	2.66667	1
1	168720	168867	15.6667	0
1	168900	169047	17.6667	0
1	169009	169168	1	1.66667
1	169157	169306	1.66667	2
1	169371	169518	16	0
1	169490	169637	0	14.6667
1	169659	169806	0	8.33333
1	169807	169954	0	15.6667
1	169954	170082	1	9
1	170059	170181	8.33333	10
1	170180	170327	6	0
1	170307	170467	9	1.33333
1	170493	170636	9.33333	1.66667
1	170650	170797	2.33333	0
1	170783	170930	0	9
1	170902	171049	0	3.66667
1	171095	171235	1.33333	3.66667
1	171277	171397	5.66667	9
1	171425	171572	0	10
1	171630	171777	7.33333	0
1	171851	171986	3.66667	1.5
1	172038	172185	0	2.33333
1	172228	172375	6	0
1	172350	172497	0	4
1	172563	172704	1	1
1	172711	172858	4	0
1	172824	172971	4.33333	0
1	172939	173061	3	2
1	173120	173267	3.66667	0
1	173329	173483	7.66667	4.33333
1	173600	173759	9.66667	1
1	173803	173950	0	4.33333
1	173913	174060	7.33333	0
1	174036	174176	4.33333	5.33333
1	174229	174376	12	0
1	174338	174497	1.33333	6.33333
1	174499	174649	4.33333	8.33333
1	174664	174810	1	4.66667
1	174846	174993	0	4
1	175054	175201	12	0
1	175243	175400	5.66667	6
1	175407	175554	0	6.66667
1	175581	175728	0	6.33333
1	175783	175930	4	0
1	175941	176101	1.33333	1
1	176077	176224	2.5	0
1	176234	176381	0	3
1	176343	176490	5.33333	0
1	176646	176793	11.3333	0
1	176833	176970	2	5.66667
1	176945	177092	2.66667	0
1	177104	177234	4	5
1	177210	177357	0	2.33333
1	177331	177478	11	0
1	177481	177628	0	8.66667
1	177706	177853	3.66667	0
1	177871	178022	2.66667	1.33333
1	178003	178136	2.66667	4.66667
1	178191	178348	2	2.33333
1	178316	178463	3	0
1	178510	178662	8	2.33333
1	178681	178828	2.66667	0
1	178813	178939	2.33333	1.66667
1	179002	179127	3	3
1	179166	179286	2	1.33333
1	179263	179410	0	8.33333
1	179485	179632	4.33333	0
1	179594	179741	0	4
1	179827	179974	7	0
1	179964	180103	1.66667	1.66667
1	180123	180263	1	1.33333
1	180338	180485	0	7.66667
1	180522	180669	11.6667	0
1	180665	180812	0	3.66667
1	180895	181042	6.33333	0
1	181272	181427	2.66667	1.66667
1	181418	181565	0	7
1	181624	181745	5.33333	8
1	181805	181952	4.33333	0
1	182000	182131	7	1
1	182150	182297	16.6667	0
1	182335	182482	3.66667	0
1	182981	183128	0	4.5
1	183626	183773	0	3.33333
1	183818	183941	3.66667	4
1	183945	184092	1.66667	0
1	184057	184204	3.66667	0
1	184166	184313	0	5
1	184274	184434	1	1.66667
1	184411	184565	2	1
1	184560	184701	2.66667	2.33333
1	184801	184927	5.66667	4
1	184937	185084	0	8
1	185089	185236	0	14.3333
1	185271	185418	0	13.6667
1	185458	185605	2.33333	0
1	185573	185720	0	8.66667
1	185710	185845	1	1
1	185892	186039	4.66667	0
1	186030	186177	7.33333	0
1	186220	186357	2.66667	1.66667
1	186381	186528	3.66667	0
1	186490	186646	1.33333	3.66667
1	186717	186868	2.66667	1.33333
1	186936	187095	5.33333	2
1	187143	187267	1.33333	1.66667
1	187263	187417	2.66667	3
1	187837	187984	4	0
1	187950	188097	0	2
1	188764	188911	0	7.66667
1	188925	189049	8.66667	9
1	189591	189738	0	2
1	189791	189913	4.33333	4.33333
1	189902	190059	1	13.3333
1	190146	190293	0	8.33333
1	190281	190428	6.33333	0
1	190398	190542	5	15
1	190530	190677	12.6667	0
1	190667	190814	0	11
1	190949	191096	11	0
1	191111	191258	15.6667	0
1	191332	191454	13	13
1	191427	191559	5	13.6667
1	191555	191713	9	4.33333
1	191712	191839	10	2
1	191868	192015	11.6667	0
1	192004	192151	0	15
1	192234	192381	4.66667	0
1	192522	192669	0	7.66667
1	192725	192872	12	0
1	192898	193045	14	0
1	193023	193170	0	15.3333
1	193229	193350	8.66667	11.6667
1	193398	193538	14.3333	2.33333
