Chr	Start	End	FOccupancy	ROccupancy
1	41508	41637	13.3333	11
1	41659	41814	17.3333	6
1	41855	41978	3.66667	3
1	42143	42290	9	0
1	42309	42461	24	7.33333
1	42489	42640	20	14
1	42657	42804	5	0
1	42838	42988	16.3333	11.6667
1	43022	43179	14.6667	8.66667
1	43190	43349	18	17
1	43408	43558	9.33333	10.6667
1	43567	43714	5.66667	0
1	43733	43880	23	22.6667
1	43901	44047	26.6667	20.6667
1	44049	44190	9	14.3333
1	44209	44357	24.6667	19.6667
1	44377	44524	15	0
1	44580	44735	16.3333	17.6667
1	44751	44898	19.3333	14.3333
1	44913	45066	10	21.3333
1	45108	45259	10	7.33333
1	45304	45453	16.6667	23.6667
1	45724	45862	4	3.66667
1	45898	46036	20.3333	28.3333
1	46061	46205	17.6667	15.3333
1	46236	46364	10.3333	6
1	46406	46553	0	14.6667
1	46579	46705	4	6
1	46723	46870	0	5
1	46829	46970	2	3.33333
1	47082	47229	4	0
1	47201	47344	2	5.33333
1	47320	47471	3.33333	3.33333
1	47529	47679	3	7.33333
1	47697	47844	8.33333	0
1	47849	47972	4.66667	4
1	47991	48146	16	11
1	48189	48339	3	5
1	48504	48651	6	0
1	48679	48823	17.6667	9.33333
1	48848	48993	9.33333	4.66667
1	49013	49149	6.66667	4.66667
1	49187	49334	3.66667	0
1	49495	49625	3.66667	3.33333
1	49658	49787	9.66667	5
1	49806	49948	2	3
1	49980	50122	3.33333	6
1	50153	50300	0	5
1	50289	50436	11.3333	0
1	50401	50554	2	2.66667
1	50588	50728	3.33333	5.33333
1	50752	50888	2	2.66667
1	50948	51102	5.66667	5
1	51120	51264	12	7.66667
1	51325	51472	0	8
1	51500	51632	9	5.66667
1	51660	51803	1.66667	2
1	51848	52003	14.3333	16.6667
1	52025	52169	15.3333	17.3333
1	52187	52339	18.3333	14.6667
1	52355	52501	17.6667	7.66667
1	52529	52671	11.6667	17
1	52814	52948	11.3333	5.33333
1	52979	53125	7.66667	9.33333
1	53151	53285	9	8.66667
1	53305	53456	14	12.6667
1	53424	53558	2.66667	3
1	53529	53663	9.66667	12.6667
1	53724	53865	8.66667	4.66667
1	53835	53987	8	7.66667
1	54003	54143	9	6
1	54181	54326	26	26.3333
1	54357	54495	14.6667	16.6667
1	54511	54657	15.3333	16.3333
1	54671	54809	12.6667	20
1	54899	55043	3	6.33333
1	55059	55214	15	22
1	55240	55386	8	7.66667
1	55410	55544	2.66667	4
1	55565	55716	2.66667	4
1	55739	55892	3.33333	4.33333
1	55939	56087	4	2.66667
1	56076	56214	8	11
1	56239	56378	7.33333	14
1	56419	56553	10	16.3333
1	56577	56725	19	18.6667
1	56748	56891	20	20
1	56964	57102	8	7.66667
1	57105	57261	4.33333	4.33333
1	57291	57427	17.6667	20.3333
1	57471	57629	19.6667	26.3333
1	57649	57798	19.6667	17.6667
1	57830	57979	3.66667	2.66667
1	58003	58160	15.6667	16.6667
1	58187	58339	15	20.6667
1	58369	58519	16.6667	23.3333
1	58637	58773	19.6667	11.3333
1	58818	58954	15.6667	16.6667
1	58999	59148	9.33333	10.6667
1	59172	59322	5.33333	9.33333
1	59339	59486	0	12
1	59521	59660	14	10.6667
1	59700	59844	8.66667	12.6667
1	59862	60001	4.66667	11.6667
1	59996	60142	6.66667	6.33333
1	60167	60310	4	5
1	60315	60458	7	9.66667
1	60472	60622	7	12
1	60637	60785	19.6667	20.6667
1	60800	60944	12.6667	7.33333
1	60957	61109	20	22.3333
1	61248	61399	18	19.6667
1	61417	61566	16.6667	15
1	61584	61724	27.6667	9.66667
1	61741	61888	14.3333	12.6667
1	61917	62066	4.66667	5
1	62099	62246	11.6667	12
1	62262	62414	11.3333	6.33333
1	62451	62600	15.3333	11.3333
1	62732	62883	25.3333	22.6667
1	62907	63059	13.6667	10
1	63075	63221	8.33333	15
1	63223	63375	9.33333	9.66667
1	63407	63547	8	9
1	63522	63669	0	6.66667
1	63697	63840	2	3
1	63871	64019	3	6.66667
1	63998	64154	4.33333	5.33333
1	64447	64592	8	11.6667
1	64611	64753	4	4.66667
1	64780	64935	3.66667	3.66667
1	64956	65102	6.33333	6.66667
1	65258	65408	14.6667	11.6667
1	65443	65575	7.66667	4
1	65765	65912	2.33333	7.33333
1	65960	66103	6.33333	5.33333
1	66179	66309	5.33333	3
1	66350	66480	1.66667	4
1	66801	66939	15	7
1	66971	67111	5.66667	3
1	67116	67271	6	5.33333
1	67400	67527	6	9.66667
1	67591	67738	7.33333	0
1	67741	67887	3	3
1	67950	68102	2.33333	2
1	68165	68316	11.6667	4
1	68343	68485	10.3333	10.3333
1	68635	68788	16	13.3333
1	68811	68956	8	5.33333
1	68980	69124	4	7
1	69112	69269	3	4.33333
1	69299	69448	6	3.33333
1	69474	69611	9	13
1	69915	70065	6.66667	8.33333
1	70086	70227	7.66667	3.33333
1	70211	70364	19	17.6667
1	70428	70573	3	3.66667
1	70602	70751	3.66667	2.66667
1	71221	71361	15	19.6667
1	71322	71473	1.66667	4
1	71773	71925	8.66667	5.33333
1	71925	72072	0	6.33333
1	72040	72167	4.33333	2.66667
1	72148	72280	5.33333	4
1	72326	72485	5.66667	2.66667
1	72514	72661	5	0
1	72709	72853	10.6667	7.66667
1	72901	73036	7.66667	5.66667
1	73016	73175	6.33333	4.33333
1	73158	73305	0	6
1	73450	73598	5	6.33333
1	73613	73766	3.66667	4.33333
1	73810	73955	8.66667	13.3333
1	73977	74122	19.6667	16.3333
1	74148	74293	20.6667	17.6667
1	74323	74477	19	17
1	74509	74629	8	10
1	74686	74835	18	19.3333
1	75112	75246	8.33333	5
1	75231	75378	0	5
1	75424	75572	9.66667	8
1	75618	75746	5.33333	4
1	75760	75904	20	22
1	75923	76069	17.6667	13.6667
1	76086	76237	16.3333	18.6667
1	76373	76519	26	21.3333
1	76537	76680	17.3333	8.66667
1	76699	76845	3	2.5
1	76835	76976	2.33333	2.33333
1	76999	77146	2.66667	0
1	77176	77323	0	4.33333
1	77699	77842	2.33333	5
1	77827	77974	0	10
1	78020	78149	2	2.33333
1	78206	78349	8.66667	7
1	78386	78528	4	4.66667
1	78541	78688	5	0
1	78653	78800	0	4.33333
1	78772	78910	4	3
1	78882	79021	5.66667	3
1	78986	79143	9.33333	7
1	79193	79352	12.6667	14.3333
1	79360	79502	9	7
1	79660	79805	24	22.3333
1	79828	79966	20.3333	20
1	79987	80141	16.3333	12.6667
1	80163	80313	13	7.66667
1	80318	80459	18.3333	8
1	80477	80624	25.6667	23
1	80673	80833	11	10.6667
1	80920	81043	8.66667	11
1	81097	81254	21.3333	15.6667
1	81289	81432	7	7.33333
1	81431	81585	9.33333	7.66667
1	81596	81745	6.66667	7
1	81745	81897	7	4.33333
1	81924	82071	17.6667	18.3333
1	82155	82305	12.3333	11.3333
1	82290	82447	6.66667	4.33333
1	82468	82615	16.6667	20
1	82684	82832	20.3333	22.6667
1	82848	82991	19.6667	20
1	83005	83153	17.6667	18.6667
1	83183	83339	2.5	2.66667
1	83357	83497	11	12.6667
1	83534	83685	19	21.3333
1	83705	83861	15.3333	17.6667
1	83879	84023	12.3333	20.3333
1	84039	84182	21.3333	17.3333
1	84209	84355	7	9
1	84378	84529	20.6667	22.6667
1	84642	84794	5	4.66667
1	84794	84946	16.6667	16.6667
1	84984	85126	17.6667	16
1	85152	85304	19.3333	11.6667
1	85342	85494	12.6667	16.3333
1	85520	85664	19.3333	15
1	85680	85818	3.66667	4
1	85835	85990	4.33333	4
1	85993	86132	8.33333	7.33333
1	86145	86284	14	10.6667
1	86309	86452	19.6667	16.6667
1	86470	86602	6.66667	2.66667
1	86619	86765	21.6667	13.6667
1	86782	86930	15.3333	12
1	86960	87109	19	16.6667
1	87240	87384	18.3333	17.3333
1	87406	87547	4.66667	3.66667
1	87576	87724	20.6667	20
1	87932	88091	16.3333	15.3333
1	88168	88315	0	9.66667
1	88312	88472	2	2.66667
1	88454	88589	3.66667	2.33333
1	88640	88762	4.33333	5.66667
1	88748	88880	4	2.66667
1	88936	89082	2	3.33333
1	89082	89229	0	4
1	89209	89332	2.33333	2.66667
1	89317	89471	2.33333	3.33333
1	89445	89585	3.66667	4.66667
1	89740	89881	3	8.33333
1	90003	90144	6	4
1	90129	90279	4.33333	3.66667
1	90306	90435	2.66667	3.33333
1	90485	90632	3.33333	0
1	90719	90867	3	5
1	90950	91097	0	4.66667
1	91111	91237	3.66667	8
1	91257	91404	8.33333	0
1	91587	91729	4.33333	4
1	91722	91870	6.66667	8.66667
1	91905	92047	5	4
1	92043	92187	7.66667	8.66667
1	92175	92321	3.33333	3.66667
1	92378	92530	6	5.66667
1	92828	92972	18.6667	17.3333
1	93003	93146	22.3333	22
1	93163	93307	12	16.3333
1	93324	93478	11	10.6667
1	93505	93663	6	6.33333
1	93616	93775	9.66667	8
1	93828	93971	6.66667	8
1	94007	94161	7	5.66667
1	94204	94351	5.66667	3
1	94375	94524	3.33333	4.33333
1	94589	94747	15	12.6667
1	94771	94912	5.66667	2.33333
1	94914	95066	13	10
1	95092	95221	10.3333	13.6667
1	95264	95411	15	20.3333
1	95426	95568	2.33333	3.66667
1	95653	95810	7.66667	11.6667
1	95832	95977	10.6667	9.66667
1	96016	96168	4.66667	2.33333
1	96132	96279	3.66667	0
1	96247	96392	7.66667	11
1	96472	96619	9	0
1	96653	96804	3	2
1	96777	96931	13.6667	9.66667
1	96990	97137	0	10.3333
1	97139	97279	3	4.33333
1	97282	97429	8.66667	0
1	97402	97548	5	5
1	97594	97741	3.66667	0
1	97706	97853	4.33333	0
1	97977	98117	1.33333	4
1	98236	98385	3.66667	2.33333
1	98372	98508	4.66667	4.66667
1	98487	98630	1.66667	2
1	98693	98829	2	2.33333
1	98857	99008	4.33333	5
1	99027	99172	8	4.66667
1	99175	99321	2.66667	3.33333
1	99337	99482	27	16.3333
1	99502	99648	8.66667	5.66667
1	99659	99807	4.66667	10.3333
1	99934	100083	1.33333	2.33333
1	100123	100275	17.6667	20.6667
1	100284	100438	4.66667	4
1	100430	100570	3.66667	9.33333
1	100589	100735	5.33333	7.66667
1	100743	100889	6.33333	11.3333
1	100904	101045	13.3333	23.3333
1	101067	101213	26	15
1	101364	101496	2.66667	1.66667
1	101535	101688	16.3333	14.6667
1	101732	101875	11.6667	7
1	101894	102042	18.6667	15.3333
1	102083	102223	4	6.33333
1	102265	102407	7.66667	7
1	102439	102594	3.66667	4.33333
1	102580	102726	5.33333	8.66667
1	102774	102925	6	9.33333
1	102941	103099	6	4.33333
1	103133	103287	9	5.33333
1	103313	103462	6.33333	4.66667
1	103447	103593	12	9.33333
1	103786	103931	3.33333	3.66667
1	103952	104099	0	6.33333
1	104109	104250	3.66667	9.66667
1	104223	104370	0	4
1	104409	104552	8	6
1	104550	104702	6	5
1	104728	104871	21	18.3333
1	104895	105042	24.3333	17.6667
1	105041	105186	5	6
1	105214	105354	9	9.33333
1	105357	105496	3.33333	4.66667
1	105525	105674	16.6667	15
1	105696	105841	23.6667	20.6667
1	105857	106004	24	14.3333
1	106105	106261	2	1.66667
1	106289	106448	14.6667	12.6667
1	106483	106636	9.33333	12.3333
1	106655	106808	11	16.3333
1	106784	106937	7	6
1	107014	107151	6	5
1	107144	107282	7	9.33333
1	107313	107452	18	11.6667
1	107470	107611	8.66667	9
1	107627	107748	6.33333	2.66667
1	107771	107901	4.66667	6.66667
1	107911	108046	5	4.33333
1	108049	108198	8	16.3333
1	108212	108361	12	8.33333
1	108361	108508	5.66667	11.6667
1	108528	108670	17.3333	22.3333
1	108869	109013	19.6667	25.6667
1	109037	109178	25	15
1	109198	109344	17.6667	16.3333
1	109371	109513	17.3333	20.3333
1	109527	109674	20	17.3333
1	109697	109848	15	12.6667
1	109836	109982	3.66667	5
1	110003	110142	25.3333	16
1	110175	110316	15.3333	8.66667
1	110337	110484	21.3333	0
1	110751	110897	18	15
1	110915	111070	12.3333	7.33333
1	111116	111244	1.66667	4.33333
1	111274	111421	10	0
1	111393	111540	0	11.6667
1	111530	111677	8.33333	7.66667
1	111707	111848	5	9.33333
1	111839	111985	9.33333	19.6667
1	112030	112174	6.66667	4
1	112157	112309	13.6667	13.3333
1	112328	112476	11.6667	20
1	112491	112633	15.6667	9
1	112648	112793	23.6667	16
1	113281	113434	20.6667	28.3333
1	113544	113672	21.3333	6.66667
1	113725	113859	6.66667	4
1	113864	114007	14.6667	18.3333
1	114023	114174	10	6.66667
1	114160	114306	7.33333	3.33333
1	114327	114487	9	21
1	114508	114659	20.3333	21.3333
1	114781	114926	26.6667	10.6667
1	114947	115094	12.3333	21
1	115107	115238	9	10.6667
1	115258	115411	17	9.33333
1	115438	115579	12.3333	11
1	115595	115751	25.3333	5.66667
1	115739	115891	3	5.33333
1	115905	116041	10.6667	9
1	116077	116224	8.33333	0
1	116229	116369	4.33333	2.66667
1	116365	116520	4	3.33333
1	116528	116669	5	5.66667
1	116706	116862	7.66667	10.6667
1	116882	117029	9.66667	9.33333
1	117045	117192	3.33333	2.33333
1	117208	117339	5.33333	6
1	117420	117559	4	1.66667
1	117681	117832	15.3333	11
1	117972	118117	5.33333	8.66667
1	118495	118639	3	3.66667
1	118641	118796	17.6667	19
1	118815	118960	14.3333	10
1	119001	119151	14	13.3333
1	119190	119325	20.3333	20
1	119362	119515	20.6667	20
1	119531	119667	7.66667	6.33333
1	119840	119981	12	22.3333
1	120005	120150	5.66667	14.3333
1	120189	120343	9.66667	7
1	120328	120477	9	7.66667
1	120492	120627	4	4
1	120643	120794	4.66667	3.33333
1	120821	120969	6	8.33333
1	120985	121130	14.3333	10
1	121136	121283	5	0
1	121325	121467	2	1.66667
1	121436	121570	4	5.33333
1	121574	121727	8.33333	6.33333
1	121761	121912	9.33333	7.33333
1	121901	122052	6.33333	5
1	122066	122217	8.33333	5.66667
1	122225	122371	9.33333	8.33333
1	122381	122511	3.33333	7
1	122482	122629	0	3.33333
1	122689	122831	9.33333	3.66667
1	122881	123033	5.66667	2.66667
1	123060	123201	12	6.66667
1	123267	123407	8.66667	4.33333
1	123421	123553	13.6667	19.6667
1	123594	123741	9.66667	0
1	123767	123909	16	6.33333
1	123946	124091	8.66667	18.3333
1	124130	124277	20.6667	18.6667
1	124287	124426	3	3.66667
1	124526	124661	3.66667	3
1	124777	124925	18	7.66667
1	124966	125100	3.66667	1.66667
1	125072	125219	11	9.66667
1	125237	125394	6	2.33333
1	125425	125577	4.33333	3
1	125701	125855	7.66667	6.33333
1	125870	126027	9.33333	5
1	126181	126302	5.33333	3.66667
1	126335	126481	4.33333	3.33333
1	126513	126652	4.33333	9.66667
1	126935	127081	8.33333	15.3333
1	127102	127243	13	12
1	127312	127459	12.6667	12.3333
1	127462	127604	11	17.6667
1	127625	127773	19.6667	15.3333
1	127813	127962	22.6667	15.6667
1	127966	128107	3.66667	6.66667
1	128310	128437	2.66667	6
1	128455	128605	20.3333	4
1	128620	128765	5.66667	10.3333
1	128764	128909	15.6667	12.3333
1	128929	129079	27	18.3333
1	129209	129357	27.6667	19
1	129386	129541	10	10
1	129562	129698	9.66667	10
1	129715	129862	23	13
1	129880	130026	25.3333	14.3333
1	130034	130187	14	18
1	130213	130359	22.6667	22.3333
1	130384	130536	28.3333	20
1	130687	130834	7.66667	4.33333
1	130852	130997	7.33333	13.6667
1	131025	131169	15.6667	15.6667
1	131197	131349	13.3333	19
1	131375	131530	7.33333	4.66667
1	131550	131704	7.66667	5.33333
1	131724	131871	0	8
1	131893	132038	11.6667	14.3333
1	132158	132304	17.3333	13
1	132318	132466	13	12.6667
1	132496	132643	13.6667	15.3333
1	132662	132807	4.66667	6.33333
1	132804	132951	5.66667	4
1	132982	133129	7.33333	5.33333
1	133120	133277	11	3.66667
1	133294	133438	7.33333	2.66667
1	133483	133640	8.66667	10.6667
1	133677	133831	7	7.66667
1	133958	134108	6.33333	11
1	134285	134433	4.66667	10
1	134410	134566	2	2.66667
1	134586	134733	0	5
1	134781	134929	8.66667	10.6667
1	134924	135064	6.66667	5
1	135091	135233	8	9
1	135253	135395	19.6667	17.6667
1	135410	135556	17.3333	15.6667
1	135595	135725	14	22
1	135798	135954	22.3333	12.3333
1	135974	136111	22	9.66667
1	136132	136256	4.33333	9.33333
1	136293	136445	6	4.66667
1	136468	136615	0	21
1	136634	136776	2	1.33333
1	136843	136988	19.3333	22.6667
1	137004	137159	23	19.3333
1	137158	137307	12.6667	11
1	137321	137467	6	4
1	137617	137773	2	2.33333
1	137773	137920	0	6
1	138140	138290	5	9.33333
1	138309	138456	10.6667	8.66667
1	138577	138727	10.3333	3.33333
1	138774	138925	6	4.33333
1	141536	141695	3.33333	5
1	141728	141875	18.3333	0
1	141916	142036	1.66667	2.66667
1	142121	142265	4.66667	5.33333
1	142354	142485	2.33333	4.33333
1	142681	142836	3.66667	4
1	142877	143014	6.66667	8.66667
1	142999	143130	6	3.33333
1	143228	143384	3.33333	2.66667
1	143417	143543	1.33333	2.66667
1	143610	143745	6.33333	3.66667
1	143772	143931	12	4.33333
1	143896	144039	10.6667	13.3333
1	144054	144198	20	21.6667
1	144213	144368	20.6667	19.6667
1	144390	144537	0	4
1	144516	144663	4	0
1	144699	144849	3.66667	5.33333
1	145000	145147	6	4.66667
1	145183	145330	6	0
1	145344	145500	4.33333	3
1	145557	145703	10	4
1	145825	145977	12	7
1	146012	146172	4	7
1	146360	146507	0	10.6667
1	146631	146778	6	0
1	146781	146924	3.66667	2
1	146975	147122	5.33333	0
1	147112	147246	1.66667	2
1	147362	147508	15.3333	9.33333
1	147605	147727	3.66667	5.33333
1	147751	147905	16.6667	12.3333
1	147953	148081	6.33333	4.66667
1	148067	148214	0	5.33333
1	148250	148392	6.66667	12.6667
1	148437	148595	3	5.33333
1	148605	148747	4	9
1	148837	148984	0	8.66667
1	148974	149124	4.33333	4.33333
1	149147	149294	0	12.3333
1	149340	149490	6.66667	6
1	149469	149616	0	8
1	149674	149815	7.33333	7
1	149802	149942	2.33333	2
1	149933	150055	2.66667	3.66667
1	150106	150249	3.66667	5.33333
1	150259	150384	4	5
1	150547	150690	9	18.3333
1	150731	150883	12.3333	11.3333
1	150901	151038	6.33333	13
1	151068	151219	27.6667	18
1	151292	151430	2.33333	1.66667
1	151635	151776	1.33333	1.66667
1	151775	151903	1.66667	3.33333
1	151922	152067	3.66667	3
1	152204	152333	15	18
1	152362	152506	3	5.66667
1	152522	152663	7	8.33333
1	152690	152835	16.3333	12.3333
1	152959	153106	10.3333	2.66667
1	153171	153323	11	9
1	153356	153491	4.66667	9
1	153504	153658	9.66667	6.66667
1	153682	153810	8.33333	5.33333
1	153875	154013	1.66667	3
1	154138	154285	0	9.66667
1	154302	154453	13.3333	17.6667
1	154470	154613	14	23.3333
1	154638	154788	16.6667	5.66667
1	154921	155061	19.6667	20.6667
1	155077	155224	20.6667	18.3333
1	155243	155389	23.3333	12.6667
1	155405	155543	11.6667	14
1	155567	155710	9.33333	5.33333
1	155733	155879	14.6667	17
1	155889	156028	21.6667	17.3333
1	156055	156202	15.6667	13.6667
1	156217	156364	12.6667	0
1	156417	156559	17	13.6667
1	156562	156707	5.33333	10.3333
1	156733	156889	21.3333	21
1	156906	157047	5.66667	8
1	157062	157207	9.66667	7
1	157242	157391	10.3333	11.6667
1	157401	157550	14.3333	11.6667
1	157575	157714	12	10.3333
1	157740	157893	5.66667	7.66667
1	157903	158060	10.6667	11
1	158070	158224	9.33333	9
1	158234	158381	16.3333	17
1	158404	158547	20.6667	20
1	158571	158721	19.6667	21.3333
1	158841	158988	24.6667	21.3333
1	159004	159144	20	20
1	159164	159309	5	4.66667
1	159368	159500	5.33333	4
1	159485	159644	10.3333	10
1	159659	159806	11.3333	0
1	159784	159929	2.66667	4
1	166592	166748	2.33333	4
1	166768	166922	16.3333	18
1	166903	167029	6.33333	6
1	167167	167295	4	7.33333
1	167295	167442	0	8.66667
1	167510	167657	8.33333	0
1	167620	167773	5	4
1	167759	167906	0	6
1	167917	168064	7	10
1	168089	168235	3.66667	4.66667
1	168251	168376	3.66667	4.66667
1	168405	168546	19.3333	17
1	168563	168706	9	9.66667
1	168723	168873	19.6667	21
1	168899	169048	26	23
1	169049	169195	4.33333	2
1	169196	169345	1.33333	2.66667
1	169360	169510	19.6667	21.3333
1	169534	169681	17.3333	17.3333
1	169699	169852	8.33333	7
1	169840	169980	7	9.66667
1	170028	170175	10.6667	0
1	170168	170315	7	0
1	170295	170436	4.66667	5
1	170455	170606	6.33333	19
1	170643	170779	14.6667	8.33333
1	170794	170931	15.3333	15.6667
1	170967	171116	6.33333	14
1	171107	171261	9.66667	12
1	171281	171427	21	28
1	171459	171606	16.6667	19.3333
1	171628	171771	24.3333	28
1	172066	172219	5.66667	2.66667
1	172235	172367	8.66667	10.6667
1	172381	172525	12.3333	12.3333
1	172619	172739	3.66667	2.66667
1	172763	172917	9.33333	6.66667
1	172960	173087	10.3333	7.33333
1	173079	173226	4.66667	0
1	173245	173389	9	5
1	173357	173513	16.6667	11
1	173605	173753	15.3333	18.6667
1	173780	173905	3.66667	5.66667
1	173919	174078	13	9.33333
1	174064	174211	8.66667	0
1	174227	174368	13.6667	19.3333
1	174394	174538	19	20.6667
1	174547	174694	16.6667	15
1	174707	174854	9.66667	7.66667
1	174891	175021	5.33333	13
1	175048	175194	19.6667	27.3333
1	175276	175423	0	20
1	175436	175582	18	27
1	175607	175756	7.33333	19.6667
1	175785	175928	18.6667	11
1	175931	176083	3.33333	5.33333
1	176079	176226	3.33333	4
1	176314	176453	12.6667	7.66667
1	177354	177499	23.3333	22.6667
1	177534	177681	22.6667	14.6667
1	177685	177840	16	14
1	177869	178016	14	8.33333
1	178040	178182	11	7.33333
1	178158	178312	12.3333	8.33333
1	178350	178497	0	12.6667
1	178515	178662	16	0
1	178664	178803	4.66667	11
1	178821	178975	6.66667	8
1	179007	179153	7.66667	13.3333
1	179176	179313	6	7.33333
1	179316	179464	16.6667	14.6667
1	179489	179638	8	5.66667
1	179646	179791	11.3333	11.6667
1	179828	179974	17.6667	6.33333
1	179998	180158	4.33333	5
1	180191	180340	7	3.33333
1	180369	180514	28.6667	21.6667
1	180542	180686	20.3333	17
1	180706	180856	10.6667	15.6667
1	181466	181613	0	8.33333
1	181642	181788	17.3333	12.6667
1	181804	181946	22.6667	11.3333
1	181974	182122	20.6667	20.6667
1	182149	182292	19.6667	21.3333
1	184099	184238	2.66667	4
1	184210	184348	5	8.33333
1	184371	184499	2	2.33333
1	184550	184694	19	19
1	185127	185283	13.3333	18.6667
1	185311	185455	10.6667	10.6667
1	185445	185597	4.66667	3.33333
1	185615	185760	8	9.66667
1	185878	186015	4.66667	3
1	186034	186179	10.6667	11.6667
1	186202	186332	8.66667	8.33333
1	186376	186524	10.3333	8
1	186544	186687	9.66667	6.33333
1	186706	186862	20	12.3333
1	189985	190106	16	7.33333
1	190208	190349	9	7
1	190374	190521	0	21.6667
1	190530	190677	0	6
1	190732	190891	9.33333	7.66667
1	190937	191084	0	8.33333
1	191106	191253	7.33333	0
1	191336	191483	15.6667	0
1	191541	191698	20.3333	18
1	191684	191831	7	0
1	191800	191945	6.33333	6.66667
1	192062	192215	9.66667	11.3333
1	192231	192375	12.3333	6.33333
1	192393	192540	4.33333	0
1	192544	192700	6.33333	6.66667
1	192718	192867	22.3333	24
1	192883	193028	16	20
1	193041	193197	4.33333	10.3333
1	193169	193316	0	7
1	193363	193492	8	7
1	193533	193677	4.33333	3.66667
1	193682	193813	2.66667	8.66667
1	193816	193974	14	6.66667
1	194007	194154	5.33333	0
1	194128	194265	9	7
1	194283	194429	7.66667	6.33333
1	194397	194550	5.33333	4.66667
1	194735	194876	5.66667	12.6667
1	194925	195072	10.3333	0
1	195038	195183	8.66667	4
1	195198	195348	4.33333	7.66667
1	195305	195452	0	8.66667
1	195470	195596	10.3333	5
1	195743	195902	9	7.33333
1	195962	196109	8.66667	0
1	196112	196255	6.33333	5.66667
1	196283	196443	4	1.66667
1	196413	196539	3	4
1	196594	196726	2.66667	2
1	196763	196905	12.3333	10.6667
1	196886	197021	3.66667	6
