Chr	Start	End	FOccupancy	ROccupancy
1	34641	34768	1	2.33333
1	34809	34956	4.33333	7.33333
1	34937	35084	0	2.66667
1	35170	35324	5.33333	4
1	35344	35496	5.33333	8.33333
1	35509	35656	0	4
1	35645	35792	0	2.33333
1	35767	35914	3.33333	0
1	35925	36069	3.33333	4
1	36116	36239	5	6
1	36262	36411	2	2
1	36509	36659	3.66667	5.33333
1	36673	36827	6	2
1	36841	37001	1.66667	2
1	36994	37147	3	1.66667
1	37370	37520	12.3333	5.66667
1	37548	37699	6.33333	5.33333
1	37706	37851	7.66667	7
1	37883	38034	6	6
1	38059	38213	3	2.66667
1	38226	38373	7	6.66667
1	38385	38540	4.66667	7
1	38566	38710	6.66667	11
1	38738	38879	12	11.6667
1	38898	39048	11.3333	8.33333
1	39174	39329	6	6.33333
1	39352	39492	3.33333	3
1	39518	39662	5	6.33333
1	39688	39828	3.66667	4
1	39869	40004	1.33333	1.33333
1	39992	40142	2	1.66667
1	40148	40306	4.33333	3
1	40346	40493	2.33333	0
1	40483	40633	1.33333	1.66667
1	40623	40761	2.33333	6
1	40838	40977	2	1.33333
1	40975	41123	1.33333	2.33333
1	41082	41224	5	5
1	41270	41417	4	0
1	41380	41517	3.66667	2
1	41480	41627	5.66667	0
1	41662	41809	4	0
1	41830	41986	1	1.66667
1	42152	42291	6	3.33333
1	42322	42469	10.6667	0
1	42504	42651	6	11
1	42870	43017	5.33333	0
1	43046	43204	3	3
1	43200	43347	3.33333	0
1	43366	43513	0	4
1	43474	43621	0	3
1	43663	43806	2.66667	2.66667
1	43900	44049	4	3
1	44023	44170	0	2.66667
1	44209	44359	5.33333	4.66667
1	44374	44520	5	4.66667
1	44483	44624	2	2
1	44608	44764	3	3.33333
1	44748	44900	3.66667	2.66667
1	44870	45017	0	2.66667
1	44977	45133	1.66667	1.66667
1	45154	45283	1.33333	2.33333
1	45302	45453	7.66667	8
1	45427	45569	1.66667	1.66667
1	45554	45707	1.5	1.33333
1	45727	45861	3.66667	1.66667
1	45899	46039	9.33333	8
1	46065	46208	3.66667	9.66667
1	46228	46376	6.33333	4
1	46399	46550	4.66667	5.33333
1	46571	46705	4.66667	3.33333
1	46723	46861	2.33333	2.66667
1	46844	46989	1.66667	1.33333
1	47043	47190	2.33333	3
1	47200	47342	2.33333	2.66667
1	47360	47502	3	2.66667
1	47533	47677	1.66667	4.33333
1	47696	47843	3	0
1	47858	47985	3.33333	3.33333
1	48008	48160	4	6
1	48192	48333	3.66667	2.33333
1	48359	48493	2.66667	1.66667
1	48505	48645	4.66667	3.33333
1	48681	48825	10	3.66667
1	48850	48998	5	5
1	49015	49151	3	2.66667
1	49207	49336	3.33333	3.33333
1	49327	49450	2	1.33333
1	49483	49640	2.33333	2.66667
1	49661	49798	3	2
1	49810	49958	1.66667	2
1	49990	50122	2.66667	2.33333
1	50150	50297	0	2.66667
1	50289	50434	3	3
1	50404	50551	0	2
1	50780	50928	1.33333	2.33333
1	50959	51106	2.66667	2.33333
1	51124	51282	8	3.33333
1	51349	51487	3.33333	5
1	51488	51646	4	3
1	51867	52007	4	3.33333
1	52027	52174	3.66667	0
1	52188	52338	5.33333	7
1	52356	52505	7	3.66667
1	52532	52671	8.33333	3.33333
1	52811	52961	4	3.66667
1	52988	53133	4.33333	3.66667
1	53143	53291	3	3.33333
1	53305	53452	5	0
1	53486	53634	4.33333	3
1	53590	53737	3.66667	1.66667
1	53807	53961	3	3
1	54006	54149	2.66667	2.66667
1	54181	54326	5.33333	7.33333
1	54350	54499	5.33333	5
1	54508	54659	4.33333	4
1	54668	54809	8.66667	8.66667
1	54887	55033	1.5	1
1	55066	55220	8	11
1	55236	55386	2.33333	4
1	55409	55558	2	1.33333
1	55563	55723	1	2.33333
1	55732	55879	0	2
1	55898	56036	2	2
1	56075	56214	4	2.33333
1	56232	56378	6.66667	6.33333
1	56424	56561	2.66667	4.66667
1	56587	56736	4	5.33333
1	56750	56893	8	15
1	56967	57104	2.66667	2.66667
1	57096	57243	2.33333	0
1	57274	57428	3.66667	6
1	57473	57627	7.33333	9.66667
1	57651	57797	14	11.3333
1	57842	57978	2	2
1	58006	58161	10	8.66667
1	58184	58339	6.33333	7
1	58375	58520	10.6667	14.3333
1	58638	58791	7	9
1	58818	58943	4.66667	4.33333
1	58984	59131	4.66667	0
1	59161	59320	3	4.66667
1	59321	59479	1.66667	3.66667
1	59506	59630	4	5.66667
1	59706	59853	5.66667	0
1	59819	59976	4.66667	5.66667
1	59998	60142	3.33333	3.33333
1	60150	60309	2.66667	2.33333
1	60311	60457	3.66667	4
1	60477	60624	0	5
1	60640	60787	12.3333	6.33333
1	60788	60939	7	4
1	60959	61109	9.33333	8.66667
1	61257	61401	9.33333	7
1	61419	61566	5.66667	11.3333
1	61585	61726	11	9.33333
1	61743	61887	6.66667	4.33333
1	61918	62070	1.66667	4.33333
1	62094	62248	6.33333	3.66667
1	62293	62440	0	4.33333
1	62470	62602	6.66667	5.66667
1	62733	62885	8.33333	7.33333
1	62905	63053	6.66667	5.66667
1	63078	63229	6	7
1	63234	63375	2	4.66667
1	63405	63553	3	2.66667
1	63560	63704	1.66667	1.66667
1	63695	63842	2	0
1	63876	64019	2.33333	2.33333
1	64022	64169	1.66667	0
1	64179	64323	1.66667	1.33333
1	64445	64592	5.33333	0
1	64616	64763	2	1.66667
1	64767	64894	2.33333	1.33333
1	64931	65076	2	3.33333
1	65266	65402	4.33333	4.33333
1	65435	65582	3.33333	0
1	65658	65788	1	1
1	65753	65889	1.66667	1.66667
1	65960	66105	2	3.66667
1	66219	66376	3.33333	2
1	66341	66483	2.33333	1.33333
1	66600	66731	2.66667	1.66667
1	66794	66944	4	1.66667
1	66979	67127	3.33333	1.33333
1	67185	67332	1.66667	2
1	67383	67503	4	5.66667
1	67585	67731	5.33333	1.66667
1	67754	67899	1.66667	2.33333
1	67959	68092	1.5	1.66667
1	68169	68316	7	5.66667
1	68356	68488	5	4.33333
1	68482	68614	2	2.66667
1	68638	68781	9.33333	6
1	68805	68954	3.66667	3.33333
1	68983	69125	3	6.66667
1	69144	69284	2.66667	2.66667
1	69281	69436	2.33333	2.33333
1	69472	69606	1.66667	2.33333
1	69637	69782	6	2.33333
1	69867	70009	3	4.33333
1	69997	70137	2.66667	2.33333
1	70216	70360	8.33333	4.66667
1	70433	70575	1.33333	1.66667
1	70657	70813	1.33333	1.66667
1	71020	71159	2.5	1.33333
1	71221	71355	6	5.33333
1	71319	71466	4	0
1	71432	71578	2	1.33333
1	71658	71805	0	1.66667
1	71776	71920	2.66667	2.66667
1	71939	72087	5	5.66667
1	72122	72269	3	0
1	72298	72445	2.66667	0
1	72468	72615	2.66667	0
1	72694	72841	2	3
1	72832	72972	4.66667	3.33333
1	73059	73206	2	0
1	73169	73302	1.66667	1.66667
1	73446	73596	2.33333	2
1	73611	73769	1.66667	2.33333
1	73817	73956	2.66667	2.33333
1	73978	74123	5.66667	4.66667
1	74146	74294	6.66667	5.66667
1	74326	74476	5	4
1	74458	74605	0	4
1	74574	74732	1.66667	1.33333
1	74689	74846	6	4.66667
1	75094	75244	4.33333	3
1	75269	75406	3.33333	4.66667
1	75419	75569	7.66667	8
1	75584	75734	2	5.33333
1	75758	75903	8.33333	8
1	75923	76067	11.3333	9.33333
1	76094	76235	5.66667	9
1	76199	76354	1	1.33333
1	76374	76521	13	7.33333
1	76539	76680	12.3333	11.6667
1	76700	76848	2.66667	1.33333
1	76876	77023	1.66667	0
1	77004	77158	1.66667	1
1	77174	77325	4.33333	2.33333
1	77698	77844	2	2.33333
1	77822	77964	6	5
1	77971	78124	1.66667	1.66667
1	78145	78286	5.66667	5
1	78289	78434	3	3.66667
1	78422	78569	4	0
1	78552	78703	1.5	3
1	78730	78878	2	2
1	78880	79025	2	2.66667
1	79040	79187	4	0
1	79225	79377	7.33333	4
1	79372	79524	3.66667	2.66667
1	79661	79805	11	12.6667
1	79829	79965	7.66667	5
1	79990	80140	7.33333	3
1	80166	80312	4.33333	2.66667
1	80320	80458	4.33333	5
1	80475	80625	10	10.6667
1	80679	80826	4	0
1	80895	81021	6	3
1	81099	81252	6	8.33333
1	81277	81417	3	2.33333
1	81431	81568	2.66667	2.66667
1	81547	81691	2.33333	5
1	81736	81879	1.66667	3.33333
1	81911	82056	6.33333	11
1	82060	82185	1	2
1	82159	82307	9	5
1	82303	82459	2	2.33333
1	82469	82614	3.66667	6.33333
1	82685	82832	7.66667	12.6667
1	82847	82990	10.3333	9.33333
1	83008	83157	7.66667	7
1	83365	83510	3.33333	7.66667
1	83535	83687	7.66667	9.33333
1	83703	83859	5.66667	7
1	83877	84022	3.33333	6.66667
1	84037	84179	8.33333	7.33333
1	84212	84352	6.33333	8
1	84379	84528	12.3333	8
1	84644	84776	1	1.5
1	84796	84943	6.66667	8.33333
1	84978	85118	6.33333	8.33333
1	85154	85304	5.66667	3.33333
1	85347	85494	3.33333	4.66667
1	85520	85667	4.33333	6.33333
1	85678	85825	1.66667	0
1	85839	85986	1.33333	1.33333
1	86003	86141	2.66667	3.66667
1	86143	86288	5.66667	2.66667
1	86307	86451	12.6667	7.66667
1	86458	86600	2.33333	2
1	86621	86764	8.66667	7
1	86799	86929	5.66667	3
1	86959	87104	6.33333	9
1	87115	87275	1.33333	1
1	87239	87385	13.6667	10.3333
1	87401	87543	2.66667	2.66667
1	87564	87712	6	6.33333
1	87932	88079	8.66667	10.3333
1	88061	88208	0	2.66667
1	88307	88466	2	1.5
1	88447	88595	2.33333	3
1	88615	88753	2.33333	3.33333
1	88758	88907	3.66667	2.66667
1	88892	89041	1.66667	2.33333
1	89149	89303	2	1.66667
1	89348	89504	1.33333	1.33333
1	89514	89659	2.66667	2.33333
1	89721	89878	2.66667	3.33333
1	89867	90021	1	1
1	90001	90154	3.66667	1.66667
1	90141	90288	2	0
1	90302	90442	2	3
1	90488	90634	2	2.33333
1	90662	90795	2.66667	2.33333
1	90785	90932	0	2.66667
1	90938	91073	2.33333	2
1	91093	91235	2	6.66667
1	91256	91404	6	2.66667
1	91405	91559	2	1
1	91577	91726	1.66667	2.33333
1	91724	91872	3.66667	6
1	91891	92046	2.66667	2.66667
1	92059	92185	2.33333	4
1	92190	92323	2.66667	2.66667
1	92396	92543	2	0
1	92669	92798	1.5	1.66667
1	92831	92975	8	5
1	93008	93149	8.33333	7.66667
1	93173	93318	5.66667	8.66667
1	93339	93483	4.33333	5.66667
1	93529	93650	2	4
1	93640	93778	2.33333	3
1	93822	93950	4	5.66667
1	94003	94144	2.66667	1.66667
1	94186	94346	2.33333	1.33333
1	94319	94475	1.5	1.33333
1	94587	94735	7.33333	3
1	94759	94918	2.66667	2
1	94916	95063	3.66667	0
1	95087	95225	5.66667	6
1	95263	95413	11.3333	5
1	95430	95570	1.66667	2
1	95653	95800	5.33333	6.33333
1	95833	95954	6.66667	5
1	95975	96113	3	3
1	96224	96371	3.33333	4.66667
1	96488	96622	4.66667	4
1	96758	96914	5	8.33333
1	96935	97095	4.33333	5.66667
1	97122	97268	2.33333	2.33333
1	97301	97448	2.33333	0
1	97419	97552	1.33333	3.66667
1	97597	97751	1.66667	2.66667
1	97712	97859	2.66667	0
1	97903	98023	1	2
1	98044	98187	2.33333	2
1	98179	98326	2.66667	0
1	98380	98516	1.66667	2.33333
1	98511	98658	2	0
1	98684	98828	1.33333	1.33333
1	98856	98997	2.33333	2.66667
1	99020	99166	2	2
1	99162	99307	1.33333	1.66667
1	99335	99484	13	8
1	99505	99651	5	4.66667
1	99664	99809	3.33333	4
1	99916	100067	1	1
1	100101	100245	5	2.33333
1	100237	100391	6	4.33333
1	100416	100567	2.66667	5.66667
1	100582	100724	2	5.66667
1	100734	100883	6	5.33333
1	100905	101047	13.6667	13.6667
1	101066	101215	8	6
1	101362	101500	1.66667	1.33333
1	101534	101686	3.66667	6.33333
1	101715	101868	4.33333	5
1	101881	102026	6	7.66667
1	102072	102200	2.66667	2.66667
1	102268	102413	4.33333	4
1	102449	102596	0	2.33333
1	102583	102726	2	4
1	102783	102917	3.33333	3.66667
1	102923	103070	2.33333	0
1	103131	103281	3.33333	2.33333
1	103284	103431	0	3.66667
1	103447	103595	3	4
1	103610	103747	1.66667	2
1	103776	103924	2	2.66667
1	103919	104066	0	2.33333
1	104094	104242	2.33333	3.66667
1	104217	104347	4.33333	5
1	104396	104540	2.33333	3.33333
1	104545	104698	1.33333	2
1	104725	104869	5.33333	7
1	104893	105043	4	9
1	105047	105183	1.66667	2.33333
1	105212	105353	4.66667	4.33333
1	105358	105499	2.33333	3
1	105525	105674	5.33333	8
1	105697	105841	8	9.33333
1	105858	106004	7	4.66667
1	106104	106259	1	1.66667
1	106287	106440	6.66667	6.66667
1	106467	106618	7.66667	8.33333
1	106645	106803	5.33333	7
1	106792	106939	0	2.33333
1	106917	107054	2	3.33333
1	107023	107165	3.66667	3
1	107144	107290	2.66667	5.66667
1	107311	107451	4	2.66667
1	107430	107559	3.33333	2.66667
1	107547	107694	1.66667	0
1	107745	107892	0	4
1	107881	108018	2.66667	3.33333
1	108046	108200	6	7
1	108210	108357	7.33333	3
1	108364	108511	5	4.33333
1	108526	108670	7.33333	9
1	108690	108828	2	3
1	108855	109015	6.33333	5
1	109028	109176	7	10
1	109196	109340	6.66667	7.66667
1	109361	109514	8	5.66667
1	109525	109673	8.33333	7.33333
1	109695	109839	10	4.33333
1	109839	109979	2	2.33333
1	110006	110143	8.66667	8
1	110173	110316	5.66667	6
1	110332	110457	6	3.33333
1	110760	110897	3.66667	4
1	110917	111068	11	6
1	111395	111527	2.66667	4.66667
1	111528	111675	5	0
1	111676	111824	3.66667	2
1	111836	111982	6	11
1	111971	112115	1.33333	2
1	112159	112309	9	8
1	112328	112477	8	9
1	112488	112626	6	7.33333
1	112641	112791	10.6667	7
1	113280	113432	6.33333	9.66667
1	113546	113673	6.66667	3
1	113718	113857	3.33333	3
1	113868	114009	3.66667	7.33333
1	114025	114173	6.66667	3.33333
1	114163	114309	3.33333	2.33333
1	114341	114489	3.66667	6
1	114513	114661	7.66667	14.6667
1	114623	114770	0	3.33333
1	114783	114928	10	6
1	114949	115093	8	11
1	115107	115255	3.33333	5
1	115266	115418	4.66667	5
1	115448	115595	4.66667	9
1	115610	115756	9.33333	5
1	115759	115893	1.66667	2.33333
1	115908	116060	4.66667	4.33333
1	116091	116231	2.33333	4
1	116250	116410	3	3
1	116446	116594	3.33333	2.33333
1	116588	116739	3.66667	2.66667
1	116736	116865	3.66667	5.66667
1	116887	117031	3	3.33333
1	117046	117179	2	2
1	117219	117367	6	3.66667
1	117430	117589	2.66667	1.33333
1	117681	117835	5.33333	5
1	117958	118105	0	3
1	118159	118303	1	1
1	118512	118650	2	1.66667
1	118646	118802	7.33333	9.33333
1	118876	119011	3	1.33333
1	119011	119152	3.33333	4
1	119188	119333	8.66667	6.33333
1	119366	119514	11.3333	9
1	119528	119676	2	1.66667
1	119836	119980	3	8.66667
1	120005	120149	3	7.66667
1	120210	120357	4	0
1	120327	120464	3	3.66667
1	120474	120620	2.33333	2.66667
1	120639	120796	3.66667	2.66667
1	120824	120963	1.66667	2.33333
1	120983	121125	2.66667	1.66667
1	121084	121223	3.33333	3.33333
1	121263	121423	2.33333	1
1	121410	121563	3	2
1	121575	121719	5.33333	4.66667
1	121762	121909	0	3
1	121901	122054	2.66667	3
1	122115	122262	3.66667	0
1	122235	122382	0	5.66667
1	122369	122497	2	2
1	122519	122652	1.5	2.33333
1	122712	122853	2.33333	2
1	122852	122981	1.66667	1.33333
1	123078	123212	2.66667	2.66667
1	123247	123394	1.66667	0
1	123419	123539	4.66667	4
1	123636	123783	0	2.33333
1	123781	123911	2.66667	1.66667
1	123970	124098	4	4
1	124152	124285	5.66667	3.33333
1	124539	124660	1.33333	1.5
1	124776	124924	8.66667	4.66667
1	124889	125028	1.5	1.5
1	125070	125217	4.33333	4.33333
1	125242	125372	1.33333	1.66667
1	125411	125561	2.33333	1.66667
1	125581	125729	1	1.33333
1	125693	125833	2.66667	2.33333
1	125870	126025	4	2
1	126040	126178	1.66667	2
1	126181	126328	2.33333	0
1	126333	126483	2.66667	1.66667
1	126514	126654	3	3
1	126636	126783	0	1.66667
1	126945	127086	2.66667	7.66667
1	127145	127292	0	6.33333
1	127294	127453	5.33333	8.66667
1	127480	127618	4	5.33333
1	127627	127773	9.33333	8
1	127811	127959	7.33333	9.33333
1	127979	128110	2	3.33333
1	128185	128333	2	1.66667
1	128316	128469	1.66667	3
1	128478	128599	3.66667	3.66667
1	128621	128770	1.66667	3.33333
1	128764	128910	5	4
1	128928	129080	8.33333	9
1	129208	129356	15.6667	6.66667
1	129394	129537	5.66667	3
1	129563	129707	14.3333	3.66667
1	129717	129864	7.33333	5.66667
1	129882	130026	7.33333	7
1	130045	130193	10.3333	10.3333
1	130213	130361	14	7.66667
1	130386	130539	11	12
1	130546	130683	1	1
1	130685	130834	7.33333	9
1	130852	130999	6.33333	7.66667
1	131025	131171	10.3333	7
1	131201	131351	10.6667	11.3333
1	131373	131528	6.33333	3.66667
1	131565	131707	7	5.66667
1	131739	131887	4	4.66667
1	131900	132045	5.66667	5.66667
1	132157	132303	11	11
1	132319	132463	7.33333	6.33333
1	132495	132638	7	4.66667
1	132661	132805	3.66667	1.66667
1	132806	132960	2.33333	2.33333
1	132987	133130	4.66667	2.33333
1	133142	133276	3.33333	3.33333
1	133289	133435	3.33333	1.33333
1	133511	133655	2.66667	3.66667
1	133675	133822	3	0
1	133797	133944	0	2
1	133967	134107	5.66667	4
1	134251	134398	0	5
1	134384	134520	1.5	1.33333
1	134581	134736	1.66667	4.66667
1	134780	134931	6	5.33333
1	134950	135077	1.66667	2
1	135086	135231	2.33333	3
1	135252	135392	4	5.66667
1	135413	135554	7	4.66667
1	135589	135725	3.33333	9.66667
1	135812	135957	9	7
1	135975	136117	3.66667	3
1	136125	136272	0	2.66667
1	136291	136429	2.66667	1.66667
1	136454	136614	7	6
1	136633	136779	1.33333	1.5
1	136846	136990	6.33333	6
1	137014	137155	6.66667	6.66667
1	137160	137305	2.66667	4
1	137331	137478	2.33333	2.66667
1	137497	137656	1	1.33333
1	137697	137837	2	2.66667
1	137800	137955	1.66667	3.33333
1	137966	138119	1.33333	1
1	138143	138293	4.66667	5
1	138313	138455	4.33333	4.66667
1	138414	138561	0	2.33333
1	138580	138728	2	2
1	138777	138905	2	2
1	141608	141751	2.66667	2
1	141758	141912	3	3.66667
1	141916	142063	0	1.66667
1	142088	142236	3.33333	4.33333
1	142258	142405	0	2
1	142372	142519	2	2
1	142568	142708	2	3
1	142717	142872	3	3
1	142882	143028	3	3.33333
1	143007	143163	2	1.66667
1	143257	143404	0	2
1	143454	143601	0	3
1	143568	143715	3.66667	0
1	143749	143906	3	1
1	143894	144040	2.66667	6
1	144061	144209	5	5
1	144215	144362	9.33333	6.33333
1	144356	144503	2	0
1	144523	144666	2.33333	1.66667
1	144702	144844	2.66667	3
1	144922	145047	2.33333	1
1	145011	145153	3	3
1	145180	145331	1.33333	2.66667
1	145340	145487	3.33333	0
1	145559	145704	2.33333	4.33333
1	145732	145854	2	3.33333
1	145911	146064	2.66667	2
1	146044	146191	0	2.33333
1	146363	146508	1.66667	2.66667
1	146686	146845	3	2
1	146866	147004	1.66667	1.66667
1	146997	147144	2	0
1	147192	147339	2.66667	0
1	147365	147511	4.66667	3.66667
1	147572	147699	1.33333	1.33333
1	147681	147837	2	2.66667
1	147952	148082	3	5
1	148175	148322	0	3.66667
1	148362	148509	0	2.33333
1	148605	148747	1.66667	3.66667
1	148829	148987	1.66667	3.33333
1	148997	149125	1.66667	1.66667
1	149173	149320	0	2.66667
1	149316	149463	2.66667	0
1	149431	149580	3.66667	4.33333
1	149663	149796	3	2
1	149961	150103	1	2.33333
1	150108	150247	3	1.66667
1	150257	150383	2.33333	4
1	150434	150591	2	2.33333
1	150550	150692	3.33333	6.66667
1	150733	150883	3.33333	5
1	150899	151036	3	4
1	151068	151217	8.66667	6.66667
1	151748	151895	0	1.66667
1	151925	152062	1.5	2
1	152206	152333	6	8.66667
1	152365	152507	2.33333	4.66667
1	152532	152668	4	3.66667
1	152692	152837	9	4.66667
1	152855	153009	2.33333	4.33333
1	153017	153159	3.66667	3
1	153181	153331	3.33333	5
1	153356	153493	4	2.66667
1	153506	153654	4	3.66667
1	153740	153860	1.66667	2.66667
1	153891	154041	1.33333	1
1	154131	154276	3.33333	4.33333
1	154304	154451	4	6.66667
1	154472	154618	6	5.33333
1	154640	154786	4	2
1	154921	155061	7.66667	8.66667
1	155079	155224	7	8
1	155241	155389	11	8
1	155403	155545	6.66667	8
1	155568	155711	4.33333	2.66667
1	155735	155878	4.66667	7.33333
1	155898	156047	9.66667	4.66667
1	156062	156206	5.66667	3.66667
1	156217	156364	5	0
1	156416	156558	5.66667	6.33333
1	156573	156707	2	3.66667
1	156743	156889	10.3333	10
1	156915	157057	2.66667	4.66667
1	157060	157205	4	2.66667
1	157253	157393	3	3.66667
1	157410	157553	3	3.33333
1	157578	157731	3.66667	3
1	157747	157894	2.66667	2.33333
1	157911	158058	3	4.33333
1	158077	158217	3.66667	4
1	158235	158378	3.66667	8.33333
1	158402	158546	8.33333	9
1	158567	158716	7.66667	9
1	158840	158983	7.66667	7
1	158999	159141	6.33333	8
1	159176	159323	3	0
1	159371	159499	3	1.66667
1	159536	159662	2	3.33333
1	159636	159783	6	6
1	159784	159932	2	5.66667
1	166574	166719	1.66667	2
1	166742	166896	8.66667	5
1	166916	167051	3.33333	4.66667
1	167034	167181	0	2.33333
1	167163	167290	4	3.33333
1	167266	167423	4	2.33333
1	167408	167555	3	0
1	167587	167747	4	5.33333
1	167758	167897	3.33333	3.66667
1	167912	168054	3	6.66667
1	168078	168235	1.66667	2.33333
1	168226	168378	3.33333	2.33333
1	168403	168545	5.33333	7.66667
1	168563	168705	5.33333	5.66667
1	168717	168871	6.66667	11.6667
1	168900	169049	12	11
1	169067	169214	2.66667	0
1	169193	169347	1.33333	1.33333
1	169357	169508	8.66667	6
1	169531	169680	7.33333	6.66667
1	169701	169850	3.33333	5
1	169833	169983	5.66667	4.33333
1	169993	170146	7.66667	4
1	170163	170287	4.66667	2.66667
1	170311	170447	3.33333	2.33333
1	170466	170605	3.66667	7
1	170633	170790	3.66667	2.66667
1	170813	170960	9.33333	0
1	170967	171106	4.66667	7
1	171122	171257	3	5.66667
1	171279	171428	7	11.3333
1	171458	171604	4.66667	7
1	171630	171770	10.3333	8
1	171832	171979	1.66667	0
1	172063	172200	2	3.33333
1	172228	172368	5	5.33333
1	172440	172591	4	2.33333
1	172612	172771	1.66667	1.33333
1	172764	172909	7	5.66667
1	172941	173091	3	1.66667
1	173098	173245	2.66667	0
1	173259	173406	0	2
1	173370	173508	3	2.66667
1	173605	173745	4.33333	4
1	173769	173927	2	1.66667
1	173916	174067	3.33333	4
1	174050	174197	5	0
1	174224	174371	13	8.66667
1	174395	174540	3.66667	7.33333
1	174550	174694	6	4.66667
1	174706	174851	3	3
1	174878	175022	2.66667	4.33333
1	175047	175195	10.6667	10.6667
1	175314	175435	2	6
1	175437	175583	7.33333	10.6667
1	175610	175757	3.66667	4.66667
1	175784	175929	3.66667	3.66667
1	175942	176089	2	0
1	176070	176229	2	1.33333
1	176328	176471	3	2.66667
1	177321	177468	0	10
1	177516	177663	11.6667	0
1	177681	177840	6.33333	4.33333
1	177871	178008	5.66667	4.33333
1	178037	178163	4	4.33333
1	178168	178326	4	2.33333
1	178342	178486	4	3.33333
1	178514	178661	2.66667	0
1	178695	178842	3	0
1	178822	178973	4	6.66667
1	179011	179152	3.33333	6.66667
1	179161	179308	1.66667	0
1	179319	179463	4.33333	5
1	179489	179640	4	1.66667
1	179655	179803	3.33333	3.66667
1	179831	179975	8.66667	5
1	180014	180160	2.33333	2
1	180193	180342	3.66667	1.66667
1	180369	180515	11.6667	8.33333
1	180533	180680	8.66667	9
1	180703	180854	9.33333	12.3333
1	181444	181593	4	6.33333
1	181633	181785	4	4.66667
1	181802	181946	9	5
1	181972	182121	11	8.33333
1	182153	182299	11	8.33333
1	184005	184142	1.66667	2
1	184189	184336	4	0
1	184401	184532	1	1.33333
1	184548	184696	7.33333	6.33333
1	185128	185280	8.33333	7.66667
1	185310	185450	9	11.3333
1	185468	185608	2.66667	2.33333
1	185622	185782	2.66667	6
1	185880	186029	5.66667	2
1	186041	186188	4.33333	3.66667
1	186240	186386	4.33333	3.66667
1	186402	186544	4.33333	2.66667
1	186542	186691	4.33333	2.66667
1	186723	186867	4.33333	3.33333
1	189960	190103	12	10.6667
1	190206	190347	12.3333	12
1	190426	190570	7.66667	7
1	190584	190738	5.66667	4.33333
1	190780	190932	2.33333	4.66667
1	190924	191071	3.33333	0
1	191188	191322	2.66667	2.33333
1	191338	191478	7.33333	4.66667
1	191445	191585	2	2.66667
1	191547	191689	2.66667	5.33333
1	191650	191789	5.33333	3.66667
1	191798	191948	3	5.66667
1	191929	192065	2	4.66667
1	192044	192191	5.66667	0
1	192233	192376	3.33333	2
1	192395	192523	7.33333	1.66667
1	192546	192698	4.66667	3.66667
1	192720	192869	10.6667	11.3333
1	192886	193029	10	7
1	193052	193196	2.66667	3.33333
1	193239	193386	0	3
1	193365	193502	3.66667	2.66667
