Chr	Center	Size
1	65611.5	147	
1	65832.5	155	
1	65966	134	
1	66132.5	145	
1	66335.5	157	
1	66493	144	
1	66637	140	
1	66813	142	
1	67015.5	151	
1	67147.5	147	
1	67362.5	141	
1	67569	144	
1	67736.5	151	
1	67870.5	147	
1	68005.5	141	
1	68317.5	153	
1	68460	140	
1	68591	146	
1	68721.5	141	
1	68922.5	149	
1	69130	152	
1	69333.5	135	
1	69453.5	153	
1	69573	150	
1	69705	144	
1	69896	148	
1	70075	158	
1	70237.5	137	
1	70427.5	149	
1	70694.5	143	
1	70796.5	151	
1	70912.5	147	
1	71042	148	
1	71253.5	155	
1	71370	152	
1	71557.5	149	
1	71672	146	
1	71803.5	151	
1	72027.5	149	
1	72137	150	
1	72368.5	141	
1	72475.5	149	
1	72613.5	141	
1	72734.5	143	
1	72868.5	145	
1	73035.5	149	
1	73211.5	149	
1	73391	154	
1	73568.5	155	
1	73758.5	155	
1	74004	142	
1	74232	150	
1	74336.5	145	
1	74579.5	155	
1	74728	150	
1	74916.5	147	
1	75104	152	
1	75216	152	
1	75440.5	139	
1	75633.5	141	
1	75836.5	145	
1	76085	150	
1	76211	150	
1	76453.5	145	
1	76707	138	
1	76935.5	149	
1	77064.5	141	
1	77239	148	
1	77392.5	151	
1	77586.5	155	
1	77709.5	139	
1	77816	152	
1	77938	148	
1	78040	144	
1	78141	140	
1	78276	146	
1	78490	146	
1	78597	150	
1	78802	152	
1	78942	152	
1	79151	142	
1	79265	144	
1	79537	150	
1	79769	146	
1	80011.5	139	
1	80125.5	151	
1	80303	144	
1	80743.5	147	
1	80919.5	141	
1	81233	152	
1	81650.5	151	
1	81864	148	
1	82114.5	159	
1	82230.5	147	
1	82348.5	147	
1	82506	142	
1	82637	152	
1	82845.5	153	
1	83137	148	
1	83378	142	
1	83546	148	
1	83753.5	147	
1	83966	148	
1	84086	152	
1	84221	152	
1	84357	148	
1	84601.5	147	
1	84780	144	
1	84921.5	143	
1	85085.5	149	
1	85292.5	153	
1	85486.5	141	
1	85593	144	
1	85730	142	
1	85834.5	149	
1	85934.5	147	
1	86109.5	157	
1	86273	148	
1	86425.5	149	
1	86551.5	149	
1	86675.5	153	
1	86829.5	149	
1	87036.5	143	
1	87226.5	151	
1	87358	144	
1	87504.5	155	
1	87687	152	
1	87873.5	153	
1	87982	150	
1	88182.5	151	
1	88348	156	
1	88570.5	149	
1	88753	152	
1	88876.5	143	
1	88996	146	
1	89141.5	133	
1	89250	144	
1	89407.5	155	
1	89569	150	
1	89791	148	
1	89989.5	147	
1	90217.5	143	
1	90426.5	153	
1	90688	150	
1	90793.5	141	
1	90955	146	
1	91095	152	
1	91246.5	139	
1	91365.5	147	
1	91552	150	
1	91752	158	
1	91902.5	149	
1	92045.5	149	
1	92499.5	153	
1	92618	142	
1	92729	142	
1	92976	146	
1	93119.5	143	
1	93256.5	157	
1	93485	144	
1	93671	142	
1	93781	148	
1	93910	146	
1	94291	144	
1	94447.5	153	
1	94553.5	147	
1	94881	140	
1	95098	138	
1	95457.5	151	
1	95569.5	145	
1	95695	140	
1	95804.5	143	
1	95977.5	157	
1	96096	152	
1	96260	144	
1	96550.5	147	
1	96888.5	143	
1	97137.5	147	
1	97393.5	143	
1	97603.5	135	
1	97817	156	
1	98008.5	139	
1	98346	144	
1	98494	154	
1	98711	154	
1	98850.5	151	
1	98969.5	147	
1	99098.5	147	
1	99255	144	
1	99457	148	
1	99719	152	
1	99926.5	155	
1	100068	151	
1	100358	151	
1	100463	150	
1	100672	149	
1	100860	143	
1	101000	159	
1	101102	152	
1	101248	142	
1	101564	144	
1	101757	156	
1	101916	145	
1	102146	143	
1	102298	155	
1	102593	144	
1	102728	155	
1	102950	139	
1	103075	160	
1	103192	151	
1	103398	146	
1	103569	152	
1	103734	146	
1	104140	157	
1	104264	141	
1	104552	142	
1	104692	147	
1	104988	151	
1	105090	145	
1	105290	148	
1	105449	150	
1	105618	148	
1	105862	141	
1	106035	146	
1	106255	140	
1	106366	145	
1	106680	150	
1	106868	147	
1	107122	146	
1	107266	141	
1	107588	154	
1	107802	143	
1	108231	142	
1	108456	148	
1	108670	153	
1	108910	142	
1	109240	147	
1	109378	146	
1	109622	154	
1	109812	151	
1	110016	145	
1	110368	150	
1	110478	139	
1	110626	143	
1	110748	155	
1	111042	149	
1	111176	157	
1	111329	150	
1	111524	144	
1	111714	150	
1	111864	141	
1	112052	147	
1	112202	145	
1	112317	144	
1	112435	142	
1	112783	150	
1	112913	158	
1	113098	153	
1	113203	144	
1	113355	140	
1	113582	147	
1	113798	144	
1	114134	153	
1	114264	151	
1	114636	144	
1	114938	150	
1	115183	142	
1	115364	141	
1	115492	142	
1	115686	150	
1	115832	143	
1	115966	144	
1	116070	159	
1	116198	149	
1	116326	146	
1	116561	150	
1	116673	148	
1	116834	150	
1	117020	159	
1	117230	144	
1	117342	144	
1	117563	154	
1	117768	135	
1	117948	153	
1	118136	145	
1	118312	153	
1	118454	141	
1	118602	131	
1	118792	155	
1	118912	145	
1	119022	150	
1	119242	140	
1	119597	152	
1	119779	150	
1	119922	154	
1	120118	148	
1	120247	148	
1	120387	150	
1	120570	155	
1	120684	149	
1	120873	146	
1	121118	142	
1	121224	147	
1	121326	145	
1	121513	148	
1	121690	143	
1	121820	143	
1	121980	133	
1	122206	143	
1	122380	154	
1	122504	146	
1	122656	137	
1	122792	149	
1	122907	144	
1	123066	146	
1	123210	145	
1	123348	149	
1	123534	149	
1	123704	146	
1	123894	145	
1	124092	142	
1	124222	149	
1	124612	140	
1	124756	144	
1	124906	147	
1	125060	135	
1	125278	140	
1	125464	136	
1	125609	146	
1	125814	136	
1	125938	136	
1	126066	149	
1	126268	149	
1	126375	148	
1	126486	151	
1	126650	152	
1	126812	157	
1	126946	150	
1	127314	133	
1	127426	136	
1	127773	152	
1	127884	143	
1	128006	147	
1	128152	146	
1	128298	151	
1	128576	147	
1	128728	141	
1	128897	152	
1	129044	150	
1	129214	150	
1	129364	141	
1	129713	156	
1	129830	151	
1	129950	143	
1	130139	144	
1	130321	148	
1	130492	143	
1	130756	145	
1	131019	154	
1	131148	154	
1	131266	147	
1	131584	138	
1	131766	147	
1	131891	148	
1	131998	149	
1	132194	149	
1	132356	153	
1	132474	145	
1	132695	148	
1	132860	152	
1	133011	138	
1	133179	150	
1	133297	146	
1	133470	153	
1	133642	139	
1	133760	139	
1	134062	142	
1	134166	152	
1	134283	152	
1	134450	153	
1	134673	142	
1	134814	151	
1	135089	144	
1	135314	139	
1	135519	144	
1	135654	141	
1	135879	144	
1	136228	141	
1	136390	150	
1	136620	147	
1	136851	150	
1	136969	142	
1	137170	153	
1	137304	145	
1	137412	146	
1	137625	144	
1	137760	149	
1	137891	150	
1	138088	147	
1	138318	157	
1	138584	127	
1	138683	150	
1	138858	139	
1	139030	141	
1	139256	149	
1	139391	148	
1	139580	143	
1	139727	158	
1	139867	144	
1	140082	143	
1	140300	143	
1	140452	151	
1	140703	150	
1	140830	143	
1	141053	150	
1	141207	156	
1	141342	137	
1	141596	139	
1	141722	152	
1	141830	143	
1	142048	147	
1	142326	147	
1	142536	149	
1	142674	150	
1	142836	149	
1	143013	144	
1	143383	144	
1	143664	137	
1	143776	154	
1	143917	158	
1	144418	147	
1	144608	148	
1	144734	149	
1	144978	149	
1	145130	149	
1	145260	139	
1	145384	149	
1	145594	140	
1	145713	146	
1	145968	139	
1	146162	140	
1	146278	143	
1	146506	143	
1	146628	151	
1	146866	153	
1	147118	140	
1	147336	145	
1	147486	149	
1	147666	152	
1	147879	152	
1	148108	147	
1	148220	143	
1	148394	147	
1	148726	143	
1	148893	142	
1	149214	143	
1	149419	150	
1	149558	151	
1	149790	153	
1	149924	143	
1	150170	139	
1	150299	138	
1	150412	143	
1	150589	156	
1	150732	144	
1	150951	144	
1	151104	154	
1	151240	151	
1	151366	154	
1	151510	150	
1	151689	156	
1	151846	155	
1	152046	151	
1	152164	149	
1	152380	152	
1	152584	144	
1	152843	150	
1	153150	146	
1	153324	155	
1	153482	153	
1	153652	143	
1	153898	148	
1	154017	146	
1	154206	145	
1	154343	144	
1	154548	148	
1	154652	146	
1	154928	142	
1	155058	141	
1	155164	145	
1	155324	145	
1	155494	148	
1	155744	147	
1	155898	148	
1	156125	138	
1	156333	144	
1	156514	144	
1	156658	151	
1	156984	153	
1	157091	148	
1	157245	144	
1	157366	145	
1	157476	152	
1	157682	145	
1	157864	149	
1	158086	142	
1	158236	153	
1	158534	141	
1	158644	143	
1	158805	148	
1	158966	144	
1	159097	154	
1	159280	147	
1	159398	138	
1	159522	151	
1	159660	143	
1	159784	159	
1	159897	152	
1	160084	151	
1	160194	153	
1	160503	148	
1	160810	151	
1	160982	151	
1	161272	149	
1	161416	147	
1	161555	150	
1	161762	135	
1	161910	149	
1	162066	155	
1	162348	152	
1	162574	147	
1	162743	152	
1	163054	151	
1	163238	154	
1	163422	153	
1	163619	146	
1	163728	145	
1	163930	149	
1	164100	149	
1	164246	143	
1	164444	153	
1	164642	145	
1	164782	145	
1	164894	151	
1	165052	147	
1	165241	150	
1	165530	147	
1	165660	141	
1	165785	138	
1	165906	147	
1	166092	152	
1	166238	149	
1	166587	148	
1	166723	144	
1	166838	145	
1	167053	154	
1	167166	160	
1	167271	146	
1	167384	145	
1	167646	143	
1	167958	149	
1	168164	143	
1	168388	142	
1	168516	147	
1	168729	140	
1	168898	146	
1	169051	144	
1	169348	147	
1	169507	152	
1	169638	147	
1	169808	155	
1	170104	159	
1	170220	147	
1	170346	146	
1	170465	150	
1	170706	146	
1	170852	145	
1	171083	150	
1	171383	152	
1	171543	146	
1	171672	139	
1	171922	149	
1	172026	147	
1	172318	145	
1	172480	148	
1	172678	138	
1	172809	146	
1	172984	135	
1	173149	146	
1	173328	149	
1	173670	157	
1	173912	150	
1	174262	139	
1	174387	140	
1	174508	141	
1	174660	149	
1	174790	152	
1	174916	155	
1	175203	146	
1	175338	139	
1	175562	146	
1	175716	148	
1	176010	149	
1	176346	151	
1	176494	146	
1	176650	157	
1	176854	158	
1	176994	159	
1	177188	151	
1	177388	154	
1	177516	147	
1	177685	150	
1	177902	146	
1	178016	153	
1	178164	144	
1	178540	151	
1	178646	148	
1	178914	153	
1	179202	155	
1	179421	144	
1	179606	143	
1	179772	145	
1	179920	145	
1	180084	151	
1	180254	139	
1	180434	141	
1	180542	140	
1	180714	158	
1	180823	144	
1	181073	144	
1	181228	150	
1	181346	150	
1	181486	158	
1	181766	153	
1	181926	144	
1	182056	147	
1	182400	145	
1	182566	149	
1	182681	146	
1	182809	140	
1	182933	132	
1	183263	148	
1	183478	146	
1	183609	148	
1	183749	152	
