Chr	Center	Size
1	110622	141	
1	110747	150	
1	111044	147	
1	111184	141	
1	111327	148	
1	111524	147	
1	111718	145	
1	111864	144	
1	112053	154	
1	112202	143	
1	112314	156	
1	112432	152	
1	112782	159	
1	112910	133	
1	113090	141	
1	113202	150	
1	113356	149	
1	113584	151	
1	113795	150	
1	114134	135	
1	114268	149	
1	114638	147	
1	114942	147	
1	115171	148	
1	115362	141	
1	115490	143	
1	115686	147	
1	115824	147	
1	115966	150	
1	116064	139	
1	116196	139	
1	116324	147	
1	116557	148	
1	116686	157	
1	116844	147	
1	117026	152	
1	117231	146	
1	117342	148	
1	117560	145	
1	117764	141	
1	117950	158	
1	118138	157	
1	118312	148	
1	118452	148	
1	118593	150	
1	118794	157	
1	118906	147	
1	119022	141	
1	119242	143	
1	119582	133	
1	119776	147	
1	119922	147	
1	120120	149	
1	120254	147	
1	120388	147	
1	120572	151	
1	120684	148	
1	120867	152	
1	121112	146	
1	121226	154	
1	121328	136	
1	121512	153	
1	121696	131	
1	121820	144	
1	121979	148	
1	122210	147	
1	122382	153	
1	122500	146	
1	122660	139	
1	122796	147	
1	122918	151	
1	123058	137	
1	123206	157	
1	123340	142	
1	123528	143	
1	123700	151	
1	123894	142	
1	124096	154	
1	124223	150	
1	124622	147	
1	124754	155	
1	124910	147	
1	125055	152	
1	125274	153	
1	125470	151	
1	125608	145	
1	125812	147	
1	125940	144	
1	126064	140	
1	126262	156	
1	126373	150	
1	126490	148	
1	126656	142	
1	126820	149	
1	126944	135	
1	127310	141	
1	127435	150	
1	127762	152	
1	127882	145	
1	128008	144	
1	128148	148	
1	128298	149	
1	128578	145	
1	128724	143	
1	128902	150	
1	129046	137	
1	129213	142	
1	129362	133	
1	129712	158	
1	129826	160	
1	129945	156	
1	130144	147	
1	130327	140	
1	130492	152	
1	130756	149	
1	131013	150	
1	131154	143	
1	131275	146	
1	131580	149	
1	131760	146	
1	131891	148	
1	132004	125	
1	132192	135	
1	132358	151	
1	132476	147	
1	132706	147	
1	132855	150	
1	133009	152	
1	133177	148	
1	133303	150	
1	133466	143	
1	133650	155	
1	133760	145	
1	134059	146	
1	134167	142	
1	134282	151	
1	134452	152	
1	134668	143	
1	134812	136	
1	135086	146	
1	135318	147	
1	135524	138	
1	135654	156	
1	135890	130	
1	136233	152	
1	136394	153	
1	136632	141	
1	136848	147	
1	136974	149	
1	137170	141	
1	137302	146	
1	137418	154	
1	137626	134	
1	137762	145	
1	137892	150	
1	138085	150	
1	138318	153	
1	138580	151	
1	138685	150	
1	138862	141	
1	139034	149	
1	139256	136	
1	139388	145	
1	139580	147	
1	139728	146	
1	139870	150	
1	140076	147	
1	140316	147	
1	140448	156	
1	140707	140	
1	140828	147	
1	141045	148	
1	141208	153	
1	141342	138	
1	141592	157	
1	141729	152	
1	141830	141	
1	142048	141	
1	142338	151	
1	142542	147	
1	142666	138	
1	142830	138	
1	143011	152	
1	143382	129	
1	143664	151	
1	143775	144	
1	143918	143	
1	144416	142	
1	144606	141	
1	144736	142	
1	144968	141	
1	145128	159	
1	145264	153	
1	145379	144	
1	145588	151	
1	145717	138	
1	145974	142	
1	146160	132	
1	146270	140	
1	146505	156	
1	146618	155	
1	146870	148	
1	147114	151	
1	147348	154	
1	147492	147	
1	147671	150	
1	147874	155	
1	148103	146	
1	148221	152	
1	148394	156	
1	148723	144	
1	148890	150	
1	149204	150	
1	149419	152	
1	149552	148	
1	149792	145	
1	149921	152	
1	150174	153	
1	150304	142	
1	150410	144	
1	150590	143	
1	150745	140	
1	150942	135	
1	151096	143	
1	151240	154	
1	151352	142	
1	151516	144	
1	151682	156	
1	151840	137	
1	152052	145	
1	152166	143	
1	152387	124	
1	152584	143	
1	152839	146	
1	153154	148	
1	153326	151	
1	153484	139	
1	153647	146	
1	153904	141	
1	154016	149	
1	154203	156	
1	154348	151	
1	154540	152	
1	154664	137	
1	154928	139	
1	155060	153	
1	155168	151	
1	155322	153	
1	155497	154	
1	155737	158	
1	155896	142	
1	156115	140	
1	156332	138	
1	156512	141	
1	156658	141	
1	156990	149	
1	157101	144	
1	157249	148	
1	157370	135	
1	157473	146	
1	157671	152	
1	157864	153	
1	158090	150	
1	158242	141	
1	158540	147	
1	158655	150	
1	158810	137	
1	158966	144	
1	159102	143	
1	159272	144	
1	159394	147	
1	159516	159	
1	159666	149	
1	159784	152	
1	159901	152	
1	160083	144	
1	160193	148	
1	160502	144	
1	160814	139	
1	160984	141	
1	161277	154	
1	161428	149	
1	161554	140	
1	161760	142	
1	161906	149	
1	162068	148	
1	162345	130	
1	162574	143	
1	162741	142	
1	163059	140	
1	163238	135	
1	163426	144	
1	163612	143	
1	163724	136	
1	163932	141	
1	164098	147	
1	164244	142	
1	164441	158	
1	164641	152	
1	164781	150	
1	164886	135	
1	165061	130	
1	165246	156	
1	165520	131	
1	165654	136	
1	165790	150	
1	165906	157	
1	166092	146	
1	166238	158	
1	166585	144	
1	166724	150	
1	166840	139	
1	167055	142	
1	167161	148	
1	167267	146	
1	167382	147	
1	167650	154	
1	167960	141	
1	168160	152	
1	168386	134	
1	168506	147	
1	168724	145	
1	168899	140	
1	169046	145	
1	169347	148	
1	169502	147	
1	169636	141	
1	169799	148	
1	170100	154	
1	170211	156	
1	170345	142	
1	170468	145	
1	170718	147	
1	170860	152	
1	171086	145	
1	171379	144	
1	171540	147	
1	171674	143	
1	171924	148	
1	172029	144	
1	172318	146	
1	172484	141	
1	172684	154	
1	172814	154	
1	172986	148	
1	173149	148	
1	173331	158	
1	173676	150	
1	173914	136	
1	174254	156	
1	174386	150	
1	174512	138	
1	174659	152	
1	174791	150	
1	174916	136	
1	175210	155	
1	175336	149	
1	175570	147	
1	175718	133	
1	176008	153	
1	176345	156	
1	176494	153	
1	176651	144	
1	176856	152	
1	176994	143	
1	177194	147	
1	177386	148	
1	177516	141	
1	177692	155	
1	177904	138	
1	178019	142	
1	178168	157	
1	178534	151	
1	178647	134	
1	178915	156	
1	179192	151	
1	179420	157	
1	179606	145	
1	179779	148	
1	179914	153	
1	180090	143	
1	180253	144	
1	180440	144	
1	180536	141	
1	180712	153	
1	180820	151	
1	181072	145	
1	181226	150	
1	181344	143	
1	181474	148	
1	181763	150	
1	181916	158	
1	182058	138	
1	182400	143	
1	182580	147	
1	182686	139	
1	182812	144	
1	182936	147	
1	183257	134	
1	183477	148	
1	183608	149	
1	183741	150	
